,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PMPerformance,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,is_augmented,id_original,loss_weight,rejection_mcmpnn_combi_v42c_fold4
0,4485,4485,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,C1=C(C=C(C=C1N)N)C(F)(F)F,C1=C(C=C(C=C1N)N)C(F)(F)F,Unknown,0.614471543,176.141,1.8698,176.141,1.8698,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.412818526938092,0,0,0,0,4485,0.5167359634743056,0.6206459
1,3993,3993,Methanol,0.88,10.0,150,59.0,0.0,0,1,22.0,CO,O=C1CC(C2=CC=CC=C2)OC3=C1C=CC=C3,O=C1CC(C2=CC=CC=C2)OC3=C1C=CC=C3,Unknown,0.72,224.259,3.3931000000000022,224.259,3.3931000000000022,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,0.5512936800949201,1,0,0,0,3993,0.5687222406360852,0.7093165
2,2648,2648,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,NC1=CC=CC(F)=C1,NC1=CC=CC(F)=C1,Unknown,0.34,111.119,1.4079,111.119,1.4079,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.1797985405143598,0,0,0,0,2648,0.2916622062473015,0.25369063
3,5550,5550,Acetonitrile,9.2,40.0,500,59.0,-31.0,0,0,25.0,C(C)#N,CCN(CCO)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-],CCN(CCO)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)[N+](=O)[O-],Unknown,0.013,314.345,3.828800000000003,314.345,3.828800000000003,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,0,0,0,DM500,0,1,DE,0.0052430554123718,0,0,0,0,5550,0.3963080090262116,-0.02456081
4,476,476,Cyclohexane,0.838347025,20.0,300,-1.0,0.0,1,1,21.0,C1CCCCC1,CN(c1ccc(P(C(C)(C)C)C(C)(C)C)cc1)C,CN(c1ccc(P(C(C)(C)C)C(C)(C)C)cc1)C,ligand,-0.116720755,265.381,4.456800000000004,265.381,4.456800000000004,0.5,cat,84.162,3.44,1.02,779.0,2.02,16.8,0.0,0.2,108.7,0,0,0,0,1,0,0,0,PMPerformance,0,1,DE,-0.0483333154371564,0,0,0,0,476,1.1629716103287966,-0.08695382
5,3258,3258,Methanol,1.54,10.0,300,59.0,-37.5,0,0,22.0,CO,C1=CC=C(C(=C1)N)Cl,C1=CC=C(C(=C1)N)Cl,Unknown,0.2,127.574,1.9222,127.574,1.9222,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.0963674839157623,0,0,0,0,3258,0.2160460787017047,0.119270444
6,127,127,Acetonitrile,0.73,30.0,300,59.0,-37.5,0,0,20.0,C(C)#N,CC1(CCCC(N1[O])(C)C)C,CC1(CCCC(N1[O])(C)C)C,organocatalyst,0.7,156.249,2.375000000000001,156.249,2.375000000000001,0.5,cat,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.5214335044061567,0,0,0,0,127,0.4861036770788358,0.6849368
7,1905,1905,2-Methyltetrahydrofuran,48.05898411,20.0,300,87.0,-8.0,0,0,22.0,CC1CCCO1,C1=CC=C2C(=C1)C(=O)N(C2=O)O,C1=CC=C2C(=C1)C(=O)N(C2=O)O,Unknown,0.742499749,163.13199999999998,0.6718,163.13199999999998,0.6718,0.5,nf10k,86.134,0.16,0.47,854.0,7.0,16.9,5.0,4.3,100.2,0,0,0,1,0,0,0,0,GMT-oNF-2,1,0,CF,0.5875390308761818,0,0,0,0,1905,0.6257789575194581,0.75693506
8,3499,3499,Methyl tert-butyl ether,4.065274141,20.0,500,82.0,0.0,0,1,22.0,CC(C)(C)OC,BrC1=CC=C(C(OC)=O)C=C1,BrC1=CC=C(C(OC)=O)C=C1,Unknown,0.008369843,215.046,2.2357,215.046,2.2357,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0032125346799616,0,0,0,0,3499,0.253777295433049,-0.011335731
9,3329,3329,Acetone,2.314814815,20.0,500,82.0,0.0,0,1,22.0,CC(=O)C,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,Unknown,0.052755315,200.094,1.98636,200.094,1.98636,0.5,nf10k,58.08,-0.24,0.32,784.0,20.7,15.5,10.4,7.0,74.0,0,0,0,0,0,0,0,1,SS336,1,0,CF,0.0230795828794722,0,0,0,0,3329,0.253777295433049,0.009529412
