,Unnamed: 0,id,solvent,permeance,pressure,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,source,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-oNF-2,membrane_PMPerformance,membrane_SM122,membrane_SS150101,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,test_standard,test_solute_disjoint,test_solute_disjoint_outer_val,is_augmented,id_original,loss_weight,attn_weight_0_admpnn_combi_v42a_fold3,atom_attns_primary_admpnn_combi_v42a_fold3,rejection_admpnn_combi_v42a_fold3
0,1395,1395,Ethyl acetate,0.170054086,30.0,300,-1.0,0.0,1,1,21.0,O(C(C)=O)CC,COc1cc(C(C)(C)C)c(OP2Oc3ccccc3c4ccccc4O2)c(c5cc(OC)cc(C(C)(C)C)c5OP6Oc7ccccc7c8ccccc8O6)c1,COc1cc(C(C)(C)C)c(OP2Oc3ccccc3c4ccccc4O2)c(c5cc(OC)cc(C(C)(C)C)c5OP6Oc7ccccc7c8ccccc8O6)c1,ligand,0.780349512,786.7980000000002,14.85679999999997,786.7980000000002,14.85679999999997,0.5,cat,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,1,0,SS150101,1,0,CF,0.6562951077115867,0,0,0,0,1395,1.723556887715156,1.0,"{'ligand_0': (0.9999999403953552, 56)}",0.7289843
1,4298,4298,Methanol,1.61,10.0,150,59.0,0.0,0,1,21.0,CO,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Unknown,0.97,228.291,3.4237000000000024,228.291,3.4237000000000024,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,1,0,CF,1.508638306165727,0,0,0,0,4298,0.7280141381632843,1.0,"{'ligand_0': (1.0, 17)}",0.95241314
2,5523,5523,Methyl tert-butyl ether,0.42,20.0,300,59.0,-37.5,0,0,22.0,CC(C)(C)OC,C(#Cc1ccccc1)c1ccccc1,C(#Cc1ccccc1)c1ccccc1,Unknown,0.120676244,178.234,3.086400000000001,178.234,3.086400000000001,0.5,nf10k,88.15,1.06,0.36,740.0,2.6,14.8,4.3,5.0,119.8,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.0553575783203607,0,0,0,0,5523,0.2183945117806631,1.0,"{'ligand_0': (1.0, 14)}",0.019961
3,1343,1343,Ethyl acetate,2.03638048,10.0,300,-1.0,0.0,1,1,21.0,O(C(C)=O)CC,COc1cc(C(C)(C)C)c(OP2Oc3ccccc3c4ccccc4O2)c(c5cc(OC)cc(C(C)(C)C)c5OP6Oc7ccccc7c8ccccc8O6)c1,COc1cc(C(C)(C)C)c(OP2Oc3ccccc3c4ccccc4O2)c(c5cc(OC)cc(C(C)(C)C)c5OP6Oc7ccccc7c8ccccc8O6)c1,ligand,0.795210816,786.7980000000002,14.85679999999997,786.7980000000002,14.85679999999997,0.5,cat,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,1,0,0,0,PMPerformance,1,0,CF,0.6865774549018498,0,0,0,0,1343,1.4234539339655612,1.0,"{'ligand_0': (0.9999999403953552, 56)}",0.7441341
4,5311,5311,Acetonitrile,2.328042328,20.0,500,82.0,0.0,0,1,22.0,C(C)#N,C#Cc1ccccc1,C#Cc1ccccc1,Unknown,-0.007742772,102.13599999999998,1.6679000000000002,102.13599999999998,1.6679000000000002,0.5,nf10k,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,SS336,1,0,CF,-0.0037804358671662,0,0,0,0,5311,0.263746811041731,1.0,"{'ligand_0': (1.0, 8)}",0.0017203093
5,5355,5355,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,CC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C,CC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)C,Unknown,0.45,210.276,3.534440000000002,210.276,3.534440000000002,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.2588484011482149,0,0,0,0,5355,0.3548910816435775,1.0,"{'ligand_0': (1.0, 16)}",0.8293213
6,3560,3560,Methanol,0.45,30.0,150,59.0,0.0,0,1,25.0,CO,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO,CC(OCC(C)OCC(C)O)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)CO,Unknown,0.956,540.7350000000004,2.600300000000004,540.7350000000004,2.600300000000004,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,1,0,0,0,0,0,0,0,DM150,0,1,DE,1.346787486224656,0,0,0,0,3560,0.7193028578775696,1.0,"{'ligand_0': (0.9999999403953552, 37)}",0.93544924
7,4253,4253,Ethanol,0.7,20.0,300,59.0,-37.5,0,0,25.0,C(C)O,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(CC(C(C)(C)C(C8=CC=CC=C8)(C)C)C9=CC=CC=C9)C%10=CC=CC=C%10,CC(C1=CC=CC=C1)CC(C2=CC=CC=C2)CC(C3=CC=CC=C3)CC(C4=CC=CC=C4)CC(C5=CC=CC=C5)CC(C6=CC=CC=C6)CC(C7=CC=CC=C7)CC(CC(C(C)(C)C(C8=CC=CC=C8)(C)C)C9=CC=CC=C9)C%10=CC=CC=C%10,Unknown,0.99,1099.6439999999998,23.18530000000004,1099.6439999999998,23.18530000000004,0.5,nf10k,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,DM300,1,0,CF,1.9586073148417744,0,0,0,0,4253,0.6497236725474727,1.0,"{'ligand_0': (0.9999995827674866, 84)}",0.96763635
8,875,875,Dimethylformamide,1.0,10.0,500,59.0,-31.0,0,0,21.0,O=CN(C)C,[H][C@@]1(O[C@](O2)([H])[C@H](OC(C3=CC=CC=C3)=O)C(OC(C4=CC=CC=C4)=O)[C@@](O[C@@]5([H])O[C@H](COC(C6=CC=CC=C6)=O)[C@@]([C@H](OC(C7=CC=CC=C7)=O)[C@H]5OC(C8=CC=CC=C8)=O)([H])O[C@@]9([H])O[C@@H]([C@](O[C@]%10([H])[C@H](OC(C%11=CC=CC=C%11)=O)[C@@H](OC(C%12=CC=CC=C%12)=O)[C@@](O%13)([H])[C@@H](COC(C%14=CC=CC=C%14)=O)O%10)([H])[C@H](OC(C%15=CC=CC=C%15)=O)[C@H]9OC(C%16=CC=CC=C%16)=O)COC(C%17=CC=CC=C%17)=O)([H])[C@H]2COC(C%18=CC=CC=C%18)=O)[C@@H](COC(C%19=CC=CC=C%19)=O)O[C@](O[C@]%20([H])[C@@H](COC(C%21=CC=CC=C%21)=O)O[C@@](O[C@]%22([H])[C@@H](COC(C%23=CC=CC=C%23)=O)O[C@@]%13([H])[C@H](OC(C%24=CC=CC=C%24)=O)[C@H]%22OC(C%25=CC=CC=C%25)=O)([H])[C@@H]([C@H]%20OC(C%26=CC=CC=C%26)=O)OC(C%27=CC=CC=C%27)=O)([C@@H]([C@H]1OC(C%28=CC=CC=C%28)=O)OC(C%29=CC=CC=C%29)=O)[H],[H][C@@]1(O[C@](O2)([H])[C@H](OC(C3=CC=CC=C3)=O)C(OC(C4=CC=CC=C4)=O)[C@@](O[C@@]5([H])O[C@H](COC(C6=CC=CC=C6)=O)[C@@]([C@H](OC(C7=CC=CC=C7)=O)[C@H]5OC(C8=CC=CC=C8)=O)([H])O[C@@]9([H])O[C@@H]([C@](O[C@]%10([H])[C@H](OC(C%11=CC=CC=C%11)=O)[C@@H](OC(C%12=CC=CC=C%12)=O)[C@@](O%13)([H])[C@@H](COC(C%14=CC=CC=C%14)=O)O%10)([H])[C@H](OC(C%15=CC=CC=C%15)=O)[C@H]9OC(C%16=CC=CC=C%16)=O)COC(C%17=CC=CC=C%17)=O)([H])[C@H]2COC(C%18=CC=CC=C%18)=O)[C@@H](COC(C%19=CC=CC=C%19)=O)O[C@](O[C@]%20([H])[C@@H](COC(C%21=CC=CC=C%21)=O)O[C@@](O[C@]%22([H])[C@@H](COC(C%23=CC=CC=C%23)=O)O[C@@]%13([H])[C@H](OC(C%24=CC=CC=C%24)=O)[C@H]%22OC(C%25=CC=CC=C%25)=O)([H])[C@@H]([C@H]%20OC(C%26=CC=CC=C%26)=O)OC(C%27=CC=CC=C%27)=O)([C@@H]([C@H]1OC(C%28=CC=CC=C%28)=O)OC(C%29=CC=CC=C%29)=O)[H],organocatalyst,0.999678706,3321.254999999984,23.92810000000004,3321.254999999984,23.92810000000004,0.5,cat,73.095,-1.01,0.92,944.0,36.7,17.4,13.7,11.3,77.0,0,0,1,0,0,0,0,0,DM500,1,0,CF,2.879000537138412,0,0,0,0,875,1.2722171593975526,1.0,"{'ligand_0': (0.9999997019767761, 245)}",0.95908654
9,4862,4862,Methanol,1.23,20.0,300,59.0,-37.5,0,0,22.0,CO,C1COC2=C(O1)C=CC(=C2)Br,C1COC2=C(O1)C=CC(=C2)Br,Unknown,0.32,215.046,2.2203,215.046,2.2203,0.5,nf10k,32.042,-0.77,0.593,791.0,32.6,15.1,12.3,22.3,40.7,0,1,0,0,0,0,0,0,DM300,1,0,CF,0.1668528880872148,0,0,0,0,4862,0.283912865314862,1.0,"{'ligand_0': (1.0, 11)}",0.48434433
