,OPTIMAL,SOLVENT_REC,SOLUTE_REC,SEP_FACTOR,MOLAR_POWER,FINAL_CONC1,FINAL_CONC2,FEED_PRESSURE,DILUTION_0,PERMEATE_PRESSURE_0,DILUTION_1,PERMEATE_PRESSURE_1,DILUTION_2,PERMEATE_PRESSURE_2,OMEGA_1,OMEGA_2
0,1.0,0.9973165350995511,0.4765069496123146,100.00000097493843,152.28302605216106,176.67294301715623,17.667294129470438,38.10099982056602,0.0022012633869726767,0.9214717913681707,0.0025037256001768805,1.249297716067941,0.0029241936796116194,2.656437331023638,0.0061480667358912505,0.24918768412028583
1,1.0,0.9973165350995497,0.47650694961252815,100.00000097493843,152.2830260524501,176.672943017136,17.66729412946841,38.100999820581826,0.0022012633869770122,0.9214717913758007,0.002503725600183818,1.249297716078834,0.0029241936796144657,2.656437330872995,0.006148066735899797,0.24918768412481543
2,1.0,0.9973165350990798,0.4765069497434669,100.00000097493843,152.2830259849894,176.67294303971923,17.667294131726734,38.10099982189885,0.0022012633765522895,0.9214717885868102,0.0025037255819769563,1.2492977131007421,0.0029241936659275486,2.656437356001027,0.006148066719516333,0.24918768388491094
3,1.0,0.9973165350999359,0.4765069495403095,100.00000097493843,152.28302597155093,176.67294301909922,17.66729412966474,38.100999802050275,0.0022012633589225438,0.9214717734261318,0.0025037255961731747,1.2492977060024544,0.0029241936834366396,2.6564373259115923,0.0061480666867370646,0.2491876836187686
4,1.0,0.9973165348306493,0.4765069451390663,100.00000097493825,152.2830247242794,176.67291585134646,17.66729141288902,38.10099923222825,0.0022012618575728126,0.9214710200030949,0.0025037331971438322,1.249296924591745,0.002924254202304932,2.6564378312988017,0.006147988311407923,0.2491876330800212
5,1.0,0.9973162236440402,0.4765757593151955,100.00000097493877,152.27287965283807,176.6787893230263,17.667878760051686,38.10237004222902,0.002199471249853562,0.9206741616669288,0.002501450683405741,1.2479673033932839,0.002921092659990664,2.6573524766173517,0.006139456737117748,0.24937136858717537
6,1.0,0.9973162233235909,0.47657576171944394,100.00000097493815,152.27287723930706,176.6787610185033,17.667875929599,38.102369693436124,0.0021994695048081526,0.9206737372481775,0.0025014570905872845,1.2479669233206194,0.0029211571160756137,2.657352818688952,0.00613935221016663,0.249371343723562
7,1.0,0.9973162236432932,0.4765757594745716,100.00000097493877,152.27287963403217,176.6787893337093,17.66787876111998,38.10237004629873,0.0021994712418371256,0.9206741563585743,0.00250145068388108,1.2479673057820868,0.0029210926609954404,2.6573524786729488,0.006139456699301262,0.24937136903164997
8,1.0,0.9973162233369328,0.4765757580670614,100.0000009909091,152.2728759583585,176.67876005724838,17.667875830652246,38.10236930637694,0.0021994747485707487,0.9206737185637814,0.002501454706350922,1.2479668875119134,0.002921158399788693,2.657352468108586,0.006139333757175025,0.24937133358638963
9,1.0,0.9973162236431893,0.4765757594984012,100.00000097493877,152.27287963579425,176.67878933653458,17.667878761402513,38.10237004691887,0.0021994712404348185,0.9206741562593166,0.0025014506813402044,1.2479673057559488,0.00292109265783071,2.6573524760565888,0.00613945669752427,0.24937136916987196
10,1.0,0.9973155617381969,0.4767219964799748,100.00000097493948,152.25132979884643,176.69120983643379,17.669120811380196,38.10528305019838,0.0021956635697921566,0.918979954459655,0.002496618803051228,1.245142463095994,0.002914510368155112,2.659297092380627,0.006121195240005638,0.24976165720165186
11,1.0,0.997315561738219,0.4767219964748061,100.00000097493948,152.25132980112878,176.6912098359477,17.669120811331588,38.105283050042935,0.0021956635699461728,0.9189799544968767,0.0024966188032617092,1.2451424631643937,0.0029145103680175617,2.6592970912046807,0.006121195240635398,0.24976165721326538
12,1.0,0.9973155617378741,0.4767219965481674,100.00000097493948,152.25132982858656,176.69120984262966,17.669120811999782,38.10528305221831,0.0021956635681721006,0.918979955146462,0.002496618799901507,1.245142462704678,0.002914510354441232,2.659297071001343,0.006121195238959492,0.2497616579371536
13,1.0,0.9973155614589259,0.47672199378451796,100.00000097493928,152.25132852936548,176.6911826657425,17.66911809431063,38.10528250419404,0.0021956618552284443,0.9189791998907827,0.0024966262061077603,1.2451416880129242,0.002914571146407576,2.659297388383517,0.006121114729732527,0.2497616165469899
14,1.0,0.9973155617381756,0.47672199646937435,100.00000097493958,152.2513297308235,176.69120982491518,17.669120810228318,38.10528304874968,0.002195663578791141,0.9189799541355141,0.0024966188131236924,1.245142462604333,0.002914510401866523,2.6592971284268456,0.006121195092639821,0.2497616562670015
15,1.0,0.9973132131054473,0.4772409175988034,100.00000097494205,152.17500991089256,176.73523704150963,17.673523531844406,38.11563022164487,0.0021821636316693626,0.9129785665179898,0.0024795040929882933,1.2351468908513508,0.0028912415711620652,2.6661942188899257,0.006056796666072417,0.25114566076459066
16,1.0,0.997313213107728,0.47724091714285677,100.00000097494204,152.17500996101398,176.7352370238425,17.673523530077695,38.11563020892011,0.002182163640381649,0.9129785639071072,0.0024795040877084707,1.2351468922439075,0.0028912415578033136,2.6661942175790534,0.006056797021346765,0.2511456593558282
17,1.0,0.997313213105129,0.477240917667576,100.00000097494205,152.17500993038828,176.73523704850865,17.673523532544305,38.11563022343074,0.0021821636278696933,0.9129785662530752,0.002479504086036668,1.2351468910322232,0.002891241560871448,2.666194202615292,0.006056796661929869,0.2511456613717203
18,1.0,0.9973132131054468,0.47724091759888426,100.00000097494205,152.17500991128418,176.7352370415219,17.673523531845632,38.11563022165376,0.0021821636316820543,0.912978566528534,0.002479504093008651,1.235146890863417,0.0028912415710325746,2.666194218667161,0.006056796666101903,0.25114566077036865
19,1.0,0.9973132131054475,0.4772409175987182,100.00000097494205,152.1750099109231,176.73523704148855,17.6735235318423,38.115630221642654,0.002182163631675485,0.9129785665186376,0.0024795040929993174,1.2351468908508139,0.002891241571188487,2.6661942188779912,0.00605679666607946,0.25114566076460443
20,1.0,0.9972007354403889,0.5021598177536197,100.00000097494096,148.7594482899597,178.773334896019,17.877333315308455,38.62679105657308,0.0015537582779356312,0.6414800378618999,0.0017100296753694267,0.8036928610825709,0.0019095945204103974,2.9817504370313364,0.0035644007945912835,0.3160410390787994
21,1.0,0.9972007354404037,0.5021598177444617,100.00000097494096,148.75944830152886,178.77333489328154,17.87733331503471,38.626791056441945,0.0015537582784315102,0.6414800380481948,0.0017100296761817747,0.8036928613218071,0.0019095945226290276,2.9817504309487104,0.003564400795317475,0.3160410391859973
22,1.0,0.9972007354404313,0.5021598177411852,100.00000097494096,148.75944829238335,178.77333489375445,17.877333315081998,38.626791056354584,0.0015537582785766077,0.6414800379743352,0.0017100296765429081,0.8036928611780734,0.0019095945231547846,2.981750436701147,0.003564400795895503,0.31604103905148534
23,1.0,0.9972007354405896,0.5021598177223456,100.00000097494096,148.75944822882485,178.77333489562497,17.87733331526905,38.62679105595994,0.0015537582797400932,0.6414800359457935,0.0017100296804558907,0.8036928619997913,0.0019095945310213607,2.9817504767300713,0.003564400787324111,0.3160410381277157
24,1.0,0.9972007354404041,0.5021598177511685,100.00000097494096,148.75944829074007,178.77333489613616,17.87733331532017,38.62679105655947,0.001553758278270845,0.6414800378817117,0.0017100296756707072,0.8036928610785625,0.0019095945195858196,2.9817504369400427,0.0035644007986685286,0.31604103907484626
25,1.0,0.9969853237692863,0.5502452913326485,100.00000097494096,143.81614119674921,182.35615844443987,18.235615666657502,39.631637793406554,0.0004309449510899957,0.17913986837247436,0.00045058482111386844,0.1871573082566759,0.00048414472104192825,3.0583020709179958,0.0007436941400653823,0.4396692457981271
26,1.0,0.9969853237692868,0.5502452913326525,100.00000097494096,143.8161411966699,182.35615844447793,18.235615666661307,39.631637793405524,0.00043094495107896217,0.17913986837194326,0.00045058482109377665,0.1871573082581314,0.0004841447209876063,3.058302070957822,0.0007436941400682153,0.43966924579744165
27,1.0,0.9969853237692865,0.5502452913326502,100.00000097494096,143.8161411967172,182.35615844445576,18.235615666659093,39.631637793406114,0.0004309449510853616,0.17913986837225748,0.00045058482110542705,0.18715730825729096,0.0004841447210190855,3.058302070933902,0.0007436941400665854,0.4396692457978533
28,1.0,0.9969853237692846,0.5502452913326329,100.00000097494096,143.8161411970649,182.35615844429194,18.23561566664271,39.63163779341052,0.00043094495113273415,0.17913986837457255,0.00045058482119170515,0.18715730825105817,0.0004841447212522143,3.0583020707585975,0.00074369414005445,0.4396692458008701
