,OPTIMAL,SOLVENT_REC,SOLUTE_REC,SEP_FACTOR,MOLAR_POWER,FINAL_CONC1,FINAL_CONC2,FEED_PRESSURE,DILUTION_0,PERMEATE_PRESSURE_0,DILUTION_1,PERMEATE_PRESSURE_1,DILUTION_2,PERMEATE_PRESSURE_2,OMEGA_1,OMEGA_2
0,1.0,0.9960516660355985,0.09999999082564237,16.099505103377247,866.4142860561809,25.327135844499324,15.731623849224015,40.0000003531478,1.0543027818220507e-09,1.4114308862000873e-07,8.013457763299e-10,1.4090673935684697e-07,3.9128068699211144e-10,3.516564384650052e-07,4.1587196223464774e-10,0.5769776977790074
1,1.0,0.9960516660355985,0.09999999082564237,16.09950510337725,866.4142860561809,25.327135844499324,15.731623849224011,40.0000003531478,1.0543027818217885e-09,1.411430886200088e-07,8.013457763300184e-10,1.4090673935684732e-07,3.9128068699268096e-10,3.516564384650053e-07,4.1587196223536087e-10,0.5769776977790074
2,1.0,0.9960516660355985,0.09999999082564237,16.099505103377254,866.4142860561809,25.327135844499324,15.73162384922401,40.0000003531478,1.0543027818220127e-09,1.4114308862000867e-07,8.013457763298674e-10,1.4090673935684708e-07,3.9128068699209697e-10,3.516564384650046e-07,4.158719622347252e-10,0.5769776977790074
3,1.0,0.9960516660355985,0.09999999082564237,16.099505103377254,866.414286056181,25.327135844499335,15.731623849224015,40.0000003531478,1.0543027818217354e-09,1.4114308862000862e-07,8.013457763301484e-10,1.4090673935684647e-07,3.9128068699274424e-10,3.516564384650048e-07,4.1587196223554006e-10,0.5769776977790076
4,1.0,0.9960516660355985,0.09999999082564237,16.099505103377247,866.4142860561809,25.327135844499317,15.731623849224013,40.0000003531478,1.0543027818211816e-09,1.4114308862000873e-07,8.013457763304394e-10,1.4090673935684716e-07,3.9128068699391594e-10,3.5165643846500426e-07,4.158719622370999e-10,0.5769776977790074
5,1.0,0.9905795388236153,0.19999999115231287,13.542193150322856,434.02685785730006,21.230382139509604,15.677211145820541,40.000000342355655,1.3828951041976386e-09,1.7442051261019613e-07,1.127019021605208e-09,1.7352853295629105e-07,8.444676192804722e-10,4.5733200630800135e-07,7.718004814312934e-10,0.5923119481480587
6,1.0,0.9905795388236162,0.19999999115231287,13.542193150323358,434.0268578572996,21.23038213951192,15.67721114582167,40.000000342355655,1.3828942573035801e-09,1.7442051261018014e-07,1.1270185763947095e-09,1.7352853295583617e-07,8.444390326462129e-10,4.5733200630795217e-07,7.71801180180534e-10,0.5923119481481033
7,1.0,0.9905795388236153,0.19999999115231287,13.542193150322852,434.02685785730006,21.2303821395096,15.677211145820541,40.000000342355655,1.3828951041975296e-09,1.7442051261019642e-07,1.1270190216053171e-09,1.7352853295629203e-07,8.444676192824372e-10,4.573320063080017e-07,7.718004814312139e-10,0.5923119481480587
8,1.0,0.9905795388236162,0.19999999115231287,13.542193150323357,434.0268578572996,21.23038213951192,15.677211145821671,40.000000342355655,1.382894257308449e-09,1.744205126101804e-07,1.1270185763930603e-09,1.7352853295583723e-07,8.444390326383046e-10,4.573320063079491e-07,7.718011801679964e-10,0.5923119481481033
9,1.0,0.9905795388236162,0.19999999115231287,13.542193150323357,434.0268578572996,21.230382139511917,15.677211145821667,40.000000342355655,1.3828942573056497e-09,1.7442051261018078e-07,1.1270185763940678e-09,1.735285329558375e-07,8.444390326430038e-10,4.573320063079509e-07,7.718011801752598e-10,0.5923119481481033
10,1.0,0.9834810886629728,0.2999999914439109,11.611619890863462,289.95524544703386,18.161002523152646,15.640369469416175,40.00000032848674,1.801843023414716e-09,2.1632963842771706e-07,1.5646093382311071e-09,2.1425270948780618e-07,1.4956733944058283e-09,6.110795520860401e-07,1.2805182756810673e-09,0.6115781537516397
11,1.0,0.9834810886629728,0.2999999914439109,11.611619890863466,289.95524544703386,18.161002523152654,15.640369469416175,40.00000032848674,1.8018430234147561e-09,2.1632963842771682e-07,1.5646093382313441e-09,2.1425270948780597e-07,1.495673394406647e-09,6.110795520860449e-07,1.2805182757107238e-09,0.6115781537516398
12,1.0,0.9834810886629728,0.2999999914439109,11.611619890863462,289.95524544703386,18.16100252315265,15.640369469416173,40.00000032848674,1.8018430230482229e-09,2.1632963842771663e-07,1.5646093382804824e-09,2.1425270948780655e-07,1.4956733949987462e-09,6.110795520860434e-07,1.28051827561537e-09,0.6115781537516397
13,1.0,0.9834810886629728,0.2999999914439109,11.611619890863468,289.9552454470339,18.161002523152654,15.640369469416175,40.00000032848674,1.8018430234155043e-09,2.1632963842771626e-07,1.5646093382297543e-09,2.142527094878053e-07,1.49567339440209e-09,6.110795520860444e-07,1.2805182756721894e-09,0.6115781537516398
14,1.0,0.9834810886629728,0.2999999914439109,11.611619890863476,289.9552454470339,18.161002523152685,15.640369469416191,40.00000032848674,1.8018436261569246e-09,2.1632963842772235e-07,1.5646093023899287e-09,2.1425270948773016e-07,1.4956728087433215e-09,6.110795520860316e-07,1.2805176339430013e-09,0.6115781537516406
15,1.0,0.974377875932678,0.39999999165445876,9.999582017696381,217.97600329613496,15.61150780367027,15.612160364345625,40.00000031093479,2.3332543569193143e-09,2.6909800562196323e-07,2.144824953506192e-09,2.6487124877395543e-07,2.3876216049467276e-09,8.234163015636186e-07,1.957607608180549e-09,0.6356914668364494
16,1.0,0.974377875932678,0.39999999165445876,9.99958201769638,217.97600329613496,15.611507803670266,15.612160364345625,40.00000031093479,2.33325435686444e-09,2.6909800562196307e-07,2.1448249535350175e-09,2.6487124877395506e-07,2.3876216053586693e-09,8.234163015636187e-07,1.957607607865923e-09,0.6356914668364495
17,1.0,0.974377875932678,0.39999999165445876,9.999582017696378,217.97600329613493,15.611507803670266,15.612160364345627,40.00000031093479,2.3332543569183725e-09,2.6909800562196286e-07,2.1448249535010204e-09,2.6487124877395517e-07,2.387621604943495e-09,8.234163015636223e-07,1.957607608282184e-09,0.6356914668364494
18,1.0,0.974377875932678,0.39999999165445876,9.999582017696385,217.976003296135,15.61150780367028,15.61216036434563,40.00000031093479,2.333254535413733e-09,2.6909800562145776e-07,2.1448249763393018e-09,2.6487124877383876e-07,2.3876214814645473e-09,8.234163015636285e-07,1.957607533179113e-09,0.6356914668364496
19,1.0,0.974377875932678,0.39999999165445876,9.99958201769638,217.97600329613493,15.611507803670268,15.612160364345625,40.00000031093479,2.3332543569187125e-09,2.69098005621963e-07,2.144824953507412e-09,2.6487124877395485e-07,2.38762160495214e-09,8.234163015636229e-07,1.9576076083327605e-09,0.6356914668364495
20,1.0,0.962440369722463,0.49999999177050536,8.542382891561491,174.8534009740838,13.312164813648529,15.58366673870217,40.00000028802338,3.02874462159315e-09,3.3838282858945227e-07,2.9296198150457925e-09,3.300684021384251e-07,3.5703233107283038e-09,1.1174494025457488e-06,2.877038959240892e-09,0.6666576672420218
21,1.0,0.962440369722463,0.49999999177050536,8.542382891561491,174.8534009740838,13.312164813648529,15.583666738702172,40.00000028802338,3.0287446215925724e-09,3.383828285894532e-07,2.9296198150449355e-09,3.300684021384263e-07,3.570323310724507e-09,1.1174494025457515e-06,2.8770389592258567e-09,0.6666576672420218
22,1.0,0.962440369722463,0.49999999177050536,8.542382891561493,174.85340097408383,13.312164813648533,15.583666738702172,40.00000028802338,3.028744621482739e-09,3.3838282858945344e-07,2.929619815042668e-09,3.3006840213842685e-07,3.5703233112085123e-09,1.117449402545751e-06,2.877038958974683e-09,0.6666576672420219
23,1.0,0.962440369722463,0.49999999177050536,8.542382891561493,174.8534009740838,13.312164813648529,15.58366673870217,40.00000028802338,3.0287446215915666e-09,3.3838282858945285e-07,2.9296198150432787e-09,3.30068402138426e-07,3.5703233107209005e-09,1.1174494025457464e-06,2.877038959213044e-09,0.6666576672420218
24,1.0,0.962440369722463,0.49999999177050536,8.542382891561491,174.8534009740838,13.312164813648529,15.583666738702172,40.00000028802338,3.0287446215924293e-09,3.3838282858945206e-07,2.9296198150447866e-09,3.3006840213842516e-07,3.5703233107194625e-09,1.1174494025457486e-06,2.87703895923798e-09,0.6666576672420218
25,1.0,0.954931600096451,0.549999991794069,7.840097960189421,159.20437421571586,12.203672392817277,15.565714171921432,40.00000027356719,3.4689919968294753e-09,3.825843723481837e-07,3.4319754991245126e-09,3.708371181090737e-07,4.288158268153117e-09,1.3073361102991376e-06,3.4755852609170087e-09,0.6858642970558142
26,1.0,0.9549316000964286,0.549999991794069,7.840097960187992,159.20437421571714,12.203672392809699,15.5657141719146,40.00000027356719,3.468991945028158e-09,3.825843723421778e-07,3.4319765508856405e-09,3.708371181100184e-07,4.2883443209643564e-09,1.3073361102998468e-06,3.4755856987231548e-09,0.6858642970555814
27,1.0,0.954931600096451,0.549999991794069,7.84009796018942,159.20437421571586,12.203672392817271,15.565714171921428,40.00000027356719,3.468991996829805e-09,3.825843723481852e-07,3.431975499124532e-09,3.7083711810907527e-07,4.288158268151178e-09,1.307336110299133e-06,3.475585260916907e-09,0.6858642970558142
28,1.0,0.954931600096451,0.549999991794069,7.840097960189422,159.20437421571586,12.203672392817277,15.565714171921428,40.00000027356719,3.468991996829746e-09,3.8258437234818444e-07,3.4319754991250214e-09,3.7083711810907553e-07,4.288158268152787e-09,1.307336110299136e-06,3.4755852609086666e-09,0.6858642970558141
29,1.0,0.9549316000964511,0.549999991794069,7.840097960189422,159.20437421571577,12.203672392817278,15.565714171921432,40.00000027356719,3.468991996830421e-09,3.825843723481843e-07,3.431975499121209e-09,3.708371181090744e-07,4.288158268134251e-09,1.3073361102991355e-06,3.475585260446928e-09,0.6858642970558142
30,1.0,0.9459532156542675,0.5999999917960136,7.142773896090498,146.19118338476775,11.101492786344132,15.542271039015231,40.00000025617196,4.001657735317401e-09,4.3640982393699687e-07,4.0376302661687554e-09,4.1955207135250543e-07,5.1026305014707345e-09,1.5365978514193478e-06,4.215259823689551e-09,0.7086242022939585
31,1.0,0.9459532156591188,0.5999999917960136,7.1427738963172125,146.19118338454277,11.101492787596872,15.542271040275772,40.00000025617197,4.002109581228162e-09,4.364099357919553e-07,4.0376106955093484e-09,4.1955207131911566e-07,5.067573247839485e-09,1.5365978518100176e-06,4.216065871901292e-09,0.7086242023339872
32,1.0,0.9459532156542675,0.5999999917960136,7.142773896090494,146.19118338476778,11.101492786344124,15.542271039015233,40.00000025617196,4.001657735291183e-09,4.364098239369917e-07,4.037630266158697e-09,4.1955207135250326e-07,5.102630501450584e-09,1.5365978514193592e-06,4.215259823715943e-09,0.7086242022939585
33,1.0,0.9459532156542386,0.5999999917960136,7.142773896089124,146.1911833847691,11.101492786336683,15.542271039007792,40.00000025617196,4.001654244211794e-09,4.364098234433767e-07,4.037629992466946e-09,4.1955207135294043e-07,5.102837601805054e-09,1.536597851419473e-06,4.215260357802151e-09,0.7086242022937189
34,1.0,0.9459532156542675,0.5999999917960136,7.142773896090496,146.19118338476775,11.101492786344128,15.54227103901523,40.00000025617196,4.001657735312879e-09,4.3640982393699517e-07,4.037630266167855e-09,4.195520713525043e-07,5.102630501474642e-09,1.5365978514193552e-06,4.2152598237495185e-09,0.7086242022939585
35,1.0,0.9349443428125688,0.6499999917773047,6.44214728452891,135.2150023978128,9.991444453252054,15.509493980752255,40.000000234606766,4.587215434274456e-09,5.042219925578974e-07,4.711336483072966e-09,4.793934795026899e-07,5.976702579125546e-09,1.8191070246203156e-06,5.105462349766529e-09,0.736293401471111
