,OPTIMAL,SOLVENT_REC,SOLUTE_REC,SEP_FACTOR,MOLAR_POWER,FINAL_CONC1,FINAL_CONC2,FEED_PRESSURE,DILUTION_0,PERMEATE_PRESSURE_0,DILUTION_1,PERMEATE_PRESSURE_1,DILUTION_2,PERMEATE_PRESSURE_2,OMEGA_1,OMEGA_2
0,1.0,0.3622234936761043,0.956664748609154,1.422374078587775,9.973125092261299,1.499999985044234,10.545748882976913,11.724245851322397,-6.974346535976855e-10,3.1161657238939767e-09,-6.995136914661098e-10,2.94077740333436e-09,-7.013631122460221e-10,2.696769273338654e-09,-3.821877124243613e-09,-3.837121133512008e-09
1,1.0,0.3622234936761192,0.9566647486091312,1.422374078587806,9.97312509225224,1.499999985044234,10.54574888297668,11.724245851316308,-6.974346530390632e-10,3.116165723426977e-09,-6.995136935496917e-10,2.9407774042922946e-09,-7.013631117381661e-10,2.696769272931476e-09,-3.823529175831651e-09,-3.8371588374754715e-09
2,1.0,0.3622234936761681,0.9566647486090581,1.4223740785879053,9.97312509222559,1.499999985044234,10.545748882975946,11.724245851298333,-6.974346509212091e-10,3.116165721942244e-09,-6.995136818478175e-10,2.9407774024777482e-09,-7.013631131664435e-10,2.6967692759874615e-09,-3.82312877385933e-09,-3.842603148491554e-09
3,1.0,0.3622234936761117,0.9566647486091426,1.42237407858779,9.973125092257291,1.499999985044234,10.545748882976797,11.724245851319692,-6.974346535989043e-10,3.116165723693981e-09,-6.995136914420991e-10,2.9407774028429055e-09,-7.013631123476742e-10,2.696769274008442e-09,-3.821528195109869e-09,-3.838231614882095e-09
4,1.0,0.3622234936761041,0.956664748609154,1.4223740785877752,9.973125092261308,1.499999985044234,10.54574888297691,11.724245851322403,-6.974346535975166e-10,3.116165723894453e-09,-6.995136914707469e-10,2.9407774033350713e-09,-7.013631122453663e-10,2.6967692733375818e-09,-3.821877509394955e-09,-3.8371194031177594e-09
5,1.0,0.528838248847778,0.9423234921173697,1.7916314050576732,19.23154036264542,1.99999998015351,11.163010284970582,17.08874691220359,-4.420459532840702e-10,1.7286570765292233e-08,-4.435735562835756e-10,1.6865624481407727e-08,-4.4540017281236984e-10,1.6221309362976196e-08,-1.6472211091476522e-09,-1.6493486469273932e-09
6,1.0,0.5288382488477771,0.9423234921173713,1.7916314050576685,19.23154036264627,1.99999998015351,11.16301028497061,17.088746912204005,-4.4204595360937504e-10,1.7286570765289774e-08,-4.4357355629155114e-10,1.6865624481404194e-08,-4.454001728190862e-10,1.6221309362982062e-08,-1.6472323228135344e-09,-1.6492585641568849e-09
7,1.0,0.5288382488477779,0.9423234921173699,1.7916314050576723,19.231540362645607,1.99999998015351,11.163010284970587,17.088746912203682,-4.420459532473066e-10,1.7286570765291634e-08,-4.435735562826166e-10,1.6865624481408727e-08,-4.4540017281592667e-10,1.6221309362975815e-08,-1.647204685237781e-09,-1.6493474816292096e-09
8,1.0,0.5288382488477763,0.9423234921173733,1.7916314050576643,19.231540362647234,1.99999998015351,11.163010284970639,17.088746912204478,-4.4204595325121297e-10,1.7286570765286962e-08,-4.435735562827185e-10,1.686562448140419e-08,-4.454001728162943e-10,1.6221309362984944e-08,-1.6472036754501999e-09,-1.649198101346116e-09
9,1.0,0.5288382488477762,0.9423234921173733,1.7916314050576645,19.23154036264723,1.99999998015351,11.163010284970637,17.088746912204478,-4.420459532535262e-10,1.728657076528696e-08,-4.435735562827852e-10,1.6865624481404174e-08,-4.4540017281630133e-10,1.6221309362984957e-08,-1.6472038758219688e-09,-1.6491984714937795e-09
10,1.0,0.6284342513845153,0.9289143616299668,2.144484887921205,26.41834885316984,2.4999999751984725,11.657811110163113,20.29994185794299,-3.717993906139114e-10,1.3575708031991023e-08,-3.7304271934024886e-10,1.320679601517785e-08,-3.7476604534494703e-10,1.2644149186635356e-08,-1.1685600224128882e-09,-1.1676014964834168e-09
11,1.0,0.6284342513845153,0.9289143616299669,2.1444848879212053,26.418348853169878,2.4999999751984725,11.657811110163113,20.299941857943008,-3.71799390408679e-10,1.3575708031990967e-08,-3.730427193153905e-10,1.3206796015177818e-08,-3.7476604534421317e-10,1.2644149186635468e-08,-1.168559469609192e-09,-1.1675992939093978e-09
12,1.0,0.6284342513845154,0.9289143616299667,2.1444848879212053,26.41834885316984,2.4999999751984725,11.657811110163113,20.29994185794299,-3.7179939061391124e-10,1.3575708031991031e-08,-3.7304271934024907e-10,1.3206796015177833e-08,-3.747660453449471e-10,1.2644149186635346e-08,-1.1685600222934886e-09,-1.167601539227643e-09
13,1.0,0.6284342513845155,0.9289143616299663,2.144484887921206,26.41834885316969,2.4999999751984725,11.657811110163108,20.299941857942926,-3.71799389737632e-10,1.3575708031991258e-08,-3.7304271922405734e-10,1.3206796015178278e-08,-3.747660453421009e-10,1.2644149186634714e-08,-1.1685580116851129e-09,-1.1676132608620482e-09
14,1.0,0.6284342513845154,0.9289143616299667,2.1444848879212053,26.418348853169842,2.4999999751984725,11.657811110163111,20.299941857942994,-3.717993906139025e-10,1.3575708031991033e-08,-3.730427193402488e-10,1.3206796015177833e-08,-3.7476604534494714e-10,1.2644149186635346e-08,-1.1685600220110219e-09,-1.1676014954032722e-09
15,1.0,0.6947232508579299,0.9158302377252414,2.490876284226542,32.04714140799198,2.999999970249292,12.043954126693373,22.44097615522959,-3.364992474103417e-10,1.1445366108530717e-08,-3.376124874893808e-10,1.111626870558739e-08,-3.3934466295057916e-10,1.0675653938912467e-08,-9.574474281078508e-10,-9.546736615201662e-10
16,0.0,0.16725952975225733,0.971310151594067,1.1484232903629226,6.52323564233954,1.1664020019407721,10.156551262315203,12.084133874452643,0.0,10.74658777631457,0.0,2.1936828001640425,0.0,6.961450231026762,0.0,0.0
17,1.0,0.6947232508579296,0.9158302377252422,2.4908762842265393,32.047141407992385,2.999999970249292,12.043954126693388,22.440976155229745,-3.3649924743896305e-10,1.1445366108530211e-08,-3.376124874937086e-10,1.1116268705586898e-08,-3.3934466295060506e-10,1.0675653938913494e-08,-9.574474360517576e-10,-9.546516955270359e-10
18,1.0,0.6947232508579299,0.9158302377252415,2.490876284226542,32.047141407992015,2.999999970249292,12.043954126693372,22.440976155229603,-3.3649924739271647e-10,1.1445366108530674e-08,-3.3761248748747856e-10,1.1116268705587325e-08,-3.3934466295040235e-10,1.0675653938912582e-08,-9.574478228369438e-10,-9.546715654129538e-10
19,1.0,0.6947232508579299,0.9158302377252413,2.4908762842265424,32.04714140799198,2.999999970249292,12.043954126693372,22.44097615522959,-3.3649924741318717e-10,1.1445366108530714e-08,-3.37612487489747e-10,1.1116268705587398e-08,-3.3934466295062714e-10,1.0675653938912462e-08,-9.57447315471654e-10,-9.546741227285766e-10
20,1.0,0.7420455862301286,0.9028404386723982,2.8346289203199158,36.604794231786585,3.4999999653023752,12.347295055845848,23.972569646179508,-3.153549735482949e-10,1.0000180907943733e-08,-3.16393624068931e-10,9.702734443362367e-09,-3.1816374480556675e-10,9.420883062873017e-09,-8.403023535939643e-10,-8.359668089919444e-10
21,1.0,0.7420455862301286,0.9028404386723983,2.834628920319916,36.6047942317866,3.4999999653023752,12.347295055845848,23.97256964617951,-3.153549735515171e-10,1.0000180907943707e-08,-3.163936240712469e-10,9.702734443362354e-09,-3.1816374480557564e-10,9.420883062873053e-09,-8.403023417454403e-10,-8.359668473363762e-10
22,1.0,0.7420455862301286,0.9028404386723982,2.8346289203199158,36.60479423178658,3.4999999653023752,12.34729505584585,23.972569646179505,-3.153549735093862e-10,1.0000180907943715e-08,-3.1639362405978484e-10,9.702734443362362e-09,-3.181637448055538e-10,9.420883062873028e-09,-8.403023233627646e-10,-8.359668184026417e-10
23,1.0,0.7420455862301286,0.9028404386723984,2.834628920319915,36.60479423178668,3.4999999653023752,12.347295055845853,23.97256964617954,-3.1535497354912173e-10,1.0000180907943632e-08,-3.1639362406907336e-10,9.702734443362269e-09,-3.181637448055719e-10,9.420883062873215e-09,-8.40302341173319e-10,-8.359623974570305e-10
24,1.0,0.7420455862301286,0.9028404386723983,2.8346289203199153,36.60479423178659,3.4999999653023752,12.34729505584585,23.972569646179508,-3.1535497354910963e-10,1.0000180907943763e-08,-3.163936240690672e-10,9.702734443362357e-09,-3.181637448055723e-10,9.420883062872997e-09,-8.40302341215861e-10,-8.359668593023444e-10
25,1.0,0.7775442839291788,0.8898228549254952,3.177457014628766,40.4233649973558,3.9999999603549985,12.588683157441023,25.12424082477025,-3.0134160063994617e-10,8.910554143697174e-09,-3.0233159258370446e-10,8.639123251331522e-09,-3.0414644791191906e-10,8.549074348929465e-09,-7.664356227609459e-10,-7.603671949584596e-10
26,1.0,0.7775442839291787,0.8898228549254952,3.1774570146287657,40.42336499735579,3.9999999603549985,12.588683157441025,25.124240824770247,-3.0134160063993666e-10,8.91055414369717e-09,-3.023315925837009e-10,8.639123251331514e-09,-3.0414644791191917e-10,8.54907434892948e-09,-7.664356144118333e-10,-7.603671923703969e-10
27,1.0,0.7775442839291788,0.8898228549254952,3.1774570146287653,40.42336499735578,3.9999999603549985,12.588683157441027,25.12424082477025,-3.013416006406944e-10,8.910554143697207e-09,-3.023315925851953e-10,8.639123251331528e-09,-3.041464479119176e-10,8.54907434892944e-09,-7.664354993716402e-10,-7.603673507274587e-10
