,OPTIMAL,SOLVENT_REC,SOLUTE_REC,SEP_FACTOR,MOLAR_POWER,FINAL_CONC1,FINAL_CONC2,FEED_PRESSURE,DILUTION_0,PERMEATE_PRESSURE_0,DILUTION_1,PERMEATE_PRESSURE_1,DILUTION_2,PERMEATE_PRESSURE_2,OMEGA_1,OMEGA_2
0,1.0,0.9817819759722999,0.15991211930913807,4.974212283263797,2999.999991822164,8.777687157296963,17.646386317007618,40.00000000202339,5.6060226545968546e-08,1.3241330562361418e-06,6.517794644816732e-08,1.2278353951053701e-06,9.082899261216233e-08,1.3169169671929544e-06,1.2617046231579702e-08,0.39789223226570875
1,1.0,0.9817819759722999,0.15991211930913807,4.974212283263797,2999.999991822164,8.777687157296963,17.646386317007618,40.00000000202339,5.606022654598379e-08,1.3241330562361382e-06,6.517794644819019e-08,1.2278353951054718e-06,9.0828992612214e-08,1.3169169671931035e-06,1.2617046231582138e-08,0.3978922322657088
2,1.0,0.9817819759722999,0.15991211930913807,4.974212283263797,2999.999991822164,8.777687157296963,17.646386317007615,40.00000000202339,5.6060226545975534e-08,1.3241330562361403e-06,6.517794644817685e-08,1.2278353951054277e-06,9.082899261218732e-08,1.3169169671930323e-06,1.2617046231577585e-08,0.39789223226570863
3,1.0,0.9817819759722999,0.15991211930913807,4.974212283263797,2999.999991822164,8.777687157296963,17.646386317007615,40.00000000202339,5.606022654597765e-08,1.3241330562361407e-06,6.517794644818066e-08,1.2278353951054244e-06,9.082899261217673e-08,1.3169169671929883e-06,1.2617046231578961e-08,0.3978922322657087
4,1.0,0.9817819759722999,0.15991211930913807,4.974212283263797,2999.999991822164,8.777687157296961,17.646386317007615,40.00000000202339,5.606022654598591e-08,1.3241330562361335e-06,6.51779464481885e-08,1.2278353951054684e-06,9.082899261219282e-08,1.3169169671930425e-06,1.261704623158309e-08,0.3978922322657086
5,1.0,0.9744894355206214,0.1999999924826668,4.528587397140704,2401.0521807580376,7.839888735023505,17.311996098396776,40.00000009927622,6.491190836027149e-08,1.2350411804234656e-06,7.517675099855473e-08,1.1538898855025723e-06,1.0263186174193812e-07,1.1940624880997055e-06,1.5414515701119264e-08,0.4173075808095208
6,1.0,0.9744894355206215,0.1999999924826668,4.528587397140703,2401.0521807580376,7.839888735023506,17.31199609839678,40.00000009927622,6.491190830615329e-08,1.2350411805969038e-06,7.517675092157553e-08,1.15388988565659e-06,1.0263186164155031e-07,1.1940624881864519e-06,1.5414515279075463e-08,0.41730758080952113
7,1.0,0.9744894355206116,0.19999999248266678,4.528587397139505,2401.0521807580444,7.839888735020177,17.311996098394033,40.0000000992762,6.49119736382401e-08,1.2350409938069556e-06,7.517684751995701e-08,1.1538897405783216e-06,1.026320003409563e-07,1.194062403012871e-06,1.5414941025578046e-08,0.4173075808090362
8,1.0,0.9744894355206214,0.1999999924826668,4.5285873971407025,2401.052180758037,7.839888735023504,17.311996098396776,40.00000009927622,6.491190830633392e-08,1.235041180596856e-06,7.517675092189592e-08,1.1538898856570338e-06,1.0263186164124877e-07,1.1940624881845444e-06,1.5414515279141002e-08,0.4173075808095207
9,1.0,0.9744894355206214,0.1999999924826668,4.528587397140703,2401.052180758037,7.839888735023505,17.311996098396776,40.00000009927622,6.491190830634323e-08,1.2350411805968515e-06,7.517675092190164e-08,1.153889885657066e-06,1.0263186164126232e-07,1.1940624881845206e-06,1.5414515279139202e-08,0.4173075808095208
10,1.0,0.9509935933065247,0.2999999935770371,3.6935112327853683,1605.7322912293876,6.121648219611334,16.57406146581127,39.99999998011629,9.30610369733926e-08,1.692248081026875e-06,1.0623121047605397e-07,1.5446391306076647e-06,1.3909421903503875e-07,1.7970673896102528e-06,2.45532117431588e-08,0.47977170287577814
11,1.0,0.9509935933065247,0.2999999935770371,3.693511232785368,1605.7322912293878,6.121648219611335,16.574061465811273,39.99999998011629,9.30610369718726e-08,1.692248081078755e-06,1.0623121047490878e-07,1.5446391306680378e-06,1.3909421903291778e-07,1.7970673896719981e-06,2.455321168729899e-08,0.4797717028757784
12,1.0,0.9509935933065367,0.29999999357703644,3.6935112327852044,1605.732291229707,6.121648219612988,16.574061465817007,39.99999998011746,9.306083230710092e-08,1.6922436110004208e-06,1.062307679708131e-07,1.5446333774011868e-06,1.3909353374883156e-07,1.7970618488418133e-06,2.455420341701088e-08,0.47977170287553444
