,OPTIMAL,SOLVENT_REC,SOLUTE_REC,SEP_FACTOR,MOLAR_POWER,FINAL_CONC1,FINAL_CONC2,FEED_PRESSURE,DILUTION_0,PERMEATE_PRESSURE_0,DILUTION_1,PERMEATE_PRESSURE_1,DILUTION_2,PERMEATE_PRESSURE_2,OMEGA_1,OMEGA_2
0,1.0,0.9906355418144632,0.15949869229748315,7.87368264960698,3000.000009767732,17.032345854974565,21.631994344895013,40.000000192942835,2.519121853552123e-08,6.869616670756279e-07,2.9506674259595067e-08,6.533182975954751e-07,4.330487970263817e-08,6.595703484739844e-07,3.5188690164516773e-09,0.37113203552111873
1,1.0,0.9906355418144626,0.15949869229748317,7.873682649606592,3000.000009767732,17.032345854973276,21.63199434489444,40.000000192942835,2.5191230063058047e-08,6.869616661640363e-07,2.9506689867938896e-08,6.533182974786159e-07,4.3304898709624354e-08,6.595703482984995e-07,3.5189231624889295e-09,0.3711320355210518
2,1.0,0.9906355418144632,0.15949869229748312,7.873682649606979,3000.000009767732,17.032345854974565,21.631994344895013,40.000000192942835,2.5191218535503018e-08,6.869616670756254e-07,2.9506674259595332e-08,6.533182975954777e-07,4.3304879702639864e-08,6.595703484739573e-07,3.518869016440666e-09,0.3711320355211187
3,1.0,0.9906355418144632,0.15949869229748317,7.873682649606979,3000.000009767732,17.032345854974565,21.631994344895013,40.000000192942835,2.5191218535814302e-08,6.869616670755991e-07,2.950667425998375e-08,6.533182975954624e-07,4.3304879702811705e-08,6.595703484739658e-07,3.518869018131476e-09,0.3711320355211187
4,1.0,0.9906355418144632,0.15949869229748317,7.87368264960698,3000.000009767732,17.03234585497456,21.63199434489501,40.000000192942835,2.519121853581663e-08,6.869616670756002e-07,2.9506674259986502e-08,6.533182975954531e-07,4.330487970281594e-08,6.595703484739539e-07,3.5188690181449756e-09,0.3711320355211187
5,1.0,0.9865215640286116,0.19999999129137538,7.012788147486008,2393.9751914805956,14.838516074992613,21.159224780399327,40.00000024364402,2.923395315379704e-08,6.402731233918806e-07,3.3899084091890546e-08,6.119105546658416e-07,4.774333043201871e-08,5.957981115274888e-07,4.759978247215298e-09,0.3822477600566187
6,1.0,0.9865215640286099,0.19999999129137538,7.012788147485585,2393.9751914805965,14.838516074990483,21.159224780397565,40.00000024364402,2.9234005396111703e-08,6.402731237280968e-07,3.389916276255574e-08,6.119105547866878e-07,4.7743454159304833e-08,5.957981116084669e-07,4.760002145065157e-09,0.38224776005652406
7,1.0,0.9865215640286116,0.19999999129137538,7.012788147486005,2393.9751914805956,14.838516074992608,21.159224780399324,40.00000024364402,2.9233953153797887e-08,6.402731233918823e-07,3.389908409189044e-08,6.119105546658441e-07,4.774333043202009e-08,5.957981115274947e-07,4.759978247214504e-09,0.3822477600566186
8,1.0,0.9865215640286116,0.19999999129137538,7.012788147486007,2393.9751914805956,14.838516074992611,21.159224780399327,40.00000024364402,2.923395315379995e-08,6.402731233918815e-07,3.3899084091894464e-08,6.119105546658517e-07,4.7743330432025805e-08,5.957981115274964e-07,4.759978247242085e-09,0.3822477600566187
9,1.0,0.9865215640286116,0.19999999129137538,7.012788147486006,2393.9751914805956,14.838516074992608,21.159224780399324,40.00000024364402,2.9233953153796616e-08,6.402731233918826e-07,3.3899084091890335e-08,6.119105546658441e-07,4.774333043202062e-08,5.957981115274973e-07,4.759978247218223e-09,0.3822477600566186
10,1.0,0.9724468333593843,0.29999999192108145,5.422679088053429,1599.2398288886463,10.88804022097329,20.07871025407771,40.00000017666689,4.3639436722067005e-08,9.015578683841763e-07,4.969405436591162e-08,8.475779365385043e-07,6.631163275600756e-08,9.035955608278639e-07,9.06973291346563e-09,0.4200592570391039
11,1.0,0.9724468333593796,0.29999999192108145,5.422679088052661,1599.2398288886463,10.888040220971687,20.078710254077603,40.00000017666689,4.3639358781536376e-08,9.015578352060152e-07,4.969395724753005e-08,8.475779243295205e-07,6.631157244911926e-08,9.035955483477397e-07,9.070007687882908e-09,0.42005925703890595
12,1.0,0.9724468333593796,0.29999999192108145,5.4226790880526625,1599.2398288886468,10.888040220971696,20.078710254077613,40.00000017666689,4.363935878599039e-08,9.015578352061667e-07,4.969395725522196e-08,8.475779243296052e-07,6.631157246611477e-08,9.035955483478075e-07,9.070007711847085e-09,0.42005925703890645
13,1.0,0.9724468333593796,0.29999999192108145,5.42267908805266,1599.2398288886463,10.888040220971689,20.078710254077606,40.00000017666689,4.3639358762109146e-08,9.01557835221879e-07,4.969395721054732e-08,8.475779242060502e-07,6.63115724232784e-08,9.035955483555765e-07,9.070007451687823e-09,0.4200592570389063
14,1.0,0.9724468333593795,0.29999999192108145,5.422679088052662,1599.2398288886463,10.888040220971689,20.078710254077606,40.00000017666689,4.363935886351688e-08,9.0155783521255e-07,4.969395737975422e-08,8.475779243323394e-07,6.631157273991457e-08,9.035955483506501e-07,9.070007350443008e-09,0.42005925703890606
15,1.0,0.9513290238716985,0.39999999261535696,4.308095163249872,1202.9564584747595,8.218449966383528,19.076760505500665,40.00000007646739,6.595459684015115e-08,1.285509202544034e-06,7.410947752995614e-08,1.1820148045695134e-06,9.580604089129708e-08,1.4059601766636767e-06,1.6016008040028426e-08,0.47651966947239516
16,1.0,0.9513290238717345,0.399999992615357,4.308095163251924,1202.9564584747466,8.218449966390242,19.07676050550711,40.00000007646742,6.595445270368007e-08,1.2855095430721283e-06,7.410927359534762e-08,1.1820150930597195e-06,9.580577895196677e-08,1.4059604530806411e-06,1.60152817285776e-08,0.4765196694731912
17,1.0,0.9513290238717343,0.399999992615357,4.308095163251923,1202.9564584747468,8.218449966390242,19.076760505507114,40.00000007646742,6.595445270668492e-08,1.285509543064697e-06,7.41092735996264e-08,1.1820150930525909e-06,9.580577895745639e-08,1.4059604530740478e-06,1.6015281746252956e-08,0.476519669473191
