,OPTIMAL,SOLVENT_REC,SOLUTE_REC,SEP_FACTOR,MOLAR_POWER,FINAL_CONC1,FINAL_CONC2,FEED_PRESSURE,DILUTION_0,PERMEATE_PRESSURE_0,DILUTION_1,PERMEATE_PRESSURE_1,DILUTION_2,PERMEATE_PRESSURE_2,OMEGA_1,OMEGA_2
0,1.0,0.6192504704890578,0.6554023899192263,1.4999999850012458,368.85648859486,1.7213478656461827,11.475652552388214,32.82626684673353,-2.434262923432847e-10,-9.26211582254816e-09,-2.4079146726628356e-10,-9.39381448220787e-09,-2.054347467152562e-10,25.694448244274156,-8.859285436475781e-11,1.0000000099759523
1,1.0,0.6235236760798029,0.6481261227975418,1.4999999850033212,372.0786350778201,1.721558785139197,11.477058682339822,33.14859753413501,-2.1351864993456098e-10,-8.009207429489205e-09,-1.9992946535704705e-10,32.58391606709201,-2.0009479066247253e-10,-8.349718785366806e-09,1.000000004546803,-8.149431982971884e-11
2,1.0,0.661138794238406,0.5722450759774883,1.4999999850039496,314.6212003301674,1.6887299764698582,11.258199955684745,23.59318995243945,-3.049415714721152e-10,-7.2702359493908045e-09,-3.003112601770755e-10,-7.613380663377218e-09,-2.5718318481146223e-10,-8.109334134386231e-09,-1.5882118989755965e-10,-1.5445924421289562e-10
3,1.0,0.6611387942381771,0.5722450759777775,1.4999999850039496,314.6212003306192,1.68872997646741,11.258199955668424,23.59318995246151,-3.0211550130111586e-10,-7.270235952510533e-09,-2.9076022731015033e-10,-7.613380664711764e-09,-2.5804165912603444e-10,-8.109334133944394e-09,-1.588211786631272e-10,-1.544591363781412e-10
4,1.0,0.6611387942381685,0.5722450759777156,1.4999999850039496,314.6212003305163,1.688729976467524,11.258199955669186,23.593189952456363,-3.034504940598895e-10,-7.2702359502731415e-09,-2.936521625561291e-10,-7.613380663725785e-09,-2.556289222905719e-10,-8.10933413470003e-09,-1.588211900293272e-10,-1.5445864902465315e-10
5,1.0,0.83166144812315,0.41704791007211883,1.9999999800035637,644.313170621532,2.477435533668439,12.3871777921919,29.513116346207905,-2.5535743830710995e-10,-8.083986426354094e-09,-2.5114833965438694e-10,-8.46043658572334e-09,-2.245701910865513e-10,-8.998996467185178e-09,-1.0256080799675655e-10,-6.160527923430619e-11
6,1.0,0.8316614481236164,0.4170479100711053,1.9999999800035637,644.3131706212016,2.477435533670183,12.387177792200621,29.513116346165084,-2.544940359806742e-10,-8.083986426122695e-09,-2.5088628714673707e-10,-8.460436587511017e-09,-2.2897076990613095e-10,-8.998996458702363e-09,-1.025608075221519e-10,-6.663099953377491e-11
7,1.0,0.8316614481236475,0.4170479100710207,1.9999999800035637,644.3131706211798,2.4774355336701444,12.387177792200427,29.513116346161613,-2.544940529422009e-10,-8.08398642608259e-09,-2.508881119812978e-10,-8.460436587480722e-09,-2.289925253728538e-10,-8.998996458746748e-09,-1.0256080751828338e-10,-6.709440252378183e-11
8,1.0,0.8316614481235882,0.4170479100711871,1.9999999800035637,644.3131706212204,2.4774355336702705,12.387177792201058,29.513116346168395,-2.544940607164311e-10,-8.083986425958453e-09,-2.508887468069794e-10,-8.460436587387039e-09,-2.2902834658870483e-10,-8.998996458912484e-09,-1.0256080752079997e-10,-6.616788707607955e-11
9,1.0,0.8316614481241411,0.4170479100696547,1.9999999800035637,644.3131706208376,2.4774355336692953,12.38717779219618,29.513116346105733,-2.544940527174346e-10,-8.083986422308205e-09,-2.5088814009329495e-10,-8.460436584480892e-09,-2.2899860831915307e-10,-8.998996464772426e-09,-1.0256080751763554e-10,-7.464609786252057e-11
10,1.0,0.8783718611364063,0.41877181950696185,2.499999975004053,993.3849878292763,3.443050460597844,13.77220198009107,36.9632615234313,-2.0987758172208222e-10,-8.777076339600712e-09,-2.094633701524926e-10,-9.074013883357446e-09,-2.0375361609342877e-10,-7.252919850804841e-09,-6.645337543846834e-11,0.479454375202877
11,1.0,0.8783718611364063,0.4187718195069625,2.499999975004053,993.384987829276,3.4430504605978536,13.772201980091108,36.96326152343133,-2.098775768435581e-10,-8.777076339601506e-09,-2.0946329630932808e-10,-9.074013883361342e-09,-2.0376160547032995e-10,-7.252919850472989e-09,-6.64533754384143e-11,0.4794543752028806
