,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM300,membrane_GMT-oNF-2,membrane_NFX,membrane_PMPerformance,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source,is_augmented,id_original,test_fold_mcmpnn_combi_v10_id_organocatalysts,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_3_fold0,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_3_fold1,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_3_fold2,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_3_fold3,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_3_fold4
0,80,225,-1.0,0.0,1,1,Acetonitrile,0.36,30.0,21.0,C(C)#N,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.073,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,NFX,0,1,DE,0.0324520237811379,cat,0,80,-1.0,0.18241721,0.32528785,0.5229194,0.2027027,0.12411147
1,110,300,87.0,-8.0,0,0,Ethyl acetate,3.897707231,30.0,21.0,O(C(C)=O)CC,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.153,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.0716041477432861,cat,0,110,-1.0,0.113496214,-0.10214931,-0.012889326,-0.007748246,-0.12883896
2,113,300,59.0,-37.5,0,0,Ethyl acetate,0.27,30.0,21.0,O(C(C)=O)CC,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.76886765,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,1,0,0,0,0,DM300,0,1,DE,0.6342643319806227,cat,0,113,-1.0,0.34463698,0.367007,0.2965291,0.1957303,0.10404432
3,116,500,82.0,0.0,0,1,Ethyl acetate,2.439741329,30.0,21.0,O(C(C)=O)CC,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.25,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,1,SS336,0,1,DE,0.1243600629958316,cat,0,116,-1.0,0.023321778,0.13888231,0.0019408166,-0.009069741,-0.041551888
4,193,300,87.0,-8.0,0,0,Ethanol,0.195522762,30.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.005214542,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.0018342202542428,cat,0,193,-1.0,0.27470392,0.004409015,0.010384321,0.3823011,0.028581947
5,196,500,82.0,0.0,0,1,Ethanol,0.320534523,30.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.416939632,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,SS336,0,1,DE,0.2335422622466283,cat,0,196,-1.0,0.3895414,0.51147956,0.36597425,0.36498278,0.19633022
6,199,300,87.0,-8.0,0,0,Ethanol,0.195522762,20.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.019747568,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.0082192538615994,cat,0,199,-1.0,0.2955333,0.0021511316,-0.011902034,0.32907003,0.017585337
7,202,500,82.0,0.0,0,1,Ethanol,0.320534523,20.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.170486266,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,SS336,0,1,DE,0.0806531813328797,cat,0,202,-1.0,0.32569653,0.40958583,0.29458126,0.30821764,0.17726889
8,205,300,87.0,-8.0,0,0,Ethanol,0.195522762,10.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.031086472,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.0132669832455637,cat,0,205,-1.0,0.297031,0.018936455,-0.03588307,0.26814038,0.011680901
9,208,500,82.0,0.0,0,1,Ethanol,0.320534523,10.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.15474856,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,SS336,0,1,DE,0.0725005793011604,cat,0,208,-1.0,0.27081656,0.32668227,0.22958758,0.25151303,0.14979315
