,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM300,membrane_GMT-oNF-2,membrane_NFX,membrane_PMPerformance,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source,is_augmented,id_original,test_fold_mcmpnn_combi_v10_id_organocatalysts,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_4_fold0,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_4_fold1,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_4_fold2,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_4_fold3,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_4_fold4
0,95,300,87.0,-8.0,0,0,Ethyl acetate,3.897707231,30.0,21.0,O(C(C)=O)CC,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.022,286.33,5.071200000000004,286.33,5.071200000000004,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.0092173081968621,cat,0,95,-1.0,0.31981042,0.4368337,0.20866743,0.34111345,0.21082413
1,100,300,59.0,-37.5,0,0,Ethyl acetate,0.27,30.0,21.0,O(C(C)=O)CC,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.353269254,286.33,5.071200000000004,286.33,5.071200000000004,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,1,0,0,0,0,DM300,0,1,DE,0.1886054876902402,cat,0,100,-1.0,0.47524688,0.58741915,0.4213545,0.7473377,0.5168621
2,105,500,82.0,0.0,0,1,Ethyl acetate,2.439741329,30.0,21.0,O(C(C)=O)CC,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.116,286.33,5.071200000000004,286.33,5.071200000000004,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,1,SS336,0,1,DE,0.0530567293021745,cat,0,105,-1.0,0.16457647,0.2141006,0.02606827,0.21626133,0.044651777
3,119,225,-1.0,0.0,1,1,Acetonitrile,0.36,30.0,21.0,C(C)#N,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.614967462,286.33,5.071200000000004,286.33,5.071200000000004,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,NFX,0,1,DE,0.4133760878715252,cat,0,119,-1.0,0.6685461,0.3806665,0.4870296,0.5930843,0.38210145
4,124,300,87.0,-8.0,0,0,Acetonitrile,0.153480228,30.0,21.0,C(C)#N,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.720418848,286.33,5.071200000000004,286.33,5.071200000000004,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.5519415059994672,cat,0,124,-1.0,0.74816775,0.51530296,0.36087862,0.73061556,0.44204473
5,129,300,59.0,-37.5,0,0,Acetonitrile,0.51909254,30.0,21.0,C(C)#N,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.852356021,286.33,5.071200000000004,286.33,5.071200000000004,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,1,0,0,0,0,DM300,0,1,DE,0.8278526777138995,cat,0,129,-1.0,0.8894971,0.87427497,0.8413454,0.8976438,0.8843368
6,134,500,82.0,0.0,0,1,Acetonitrile,0.45587198,30.0,21.0,C(C)#N,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.457591623,286.33,5.071200000000004,286.33,5.071200000000004,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,1,SS336,0,1,DE,0.2648736709294769,cat,0,134,-1.0,0.6349477,0.3297005,0.31131795,0.5684125,0.29008162
7,163,300,87.0,-8.0,0,0,Ethanol,0.195522762,30.0,21.0,C(C)O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.630738523,286.33,5.071200000000004,286.33,5.071200000000004,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.4314914707661941,cat,0,163,-1.0,0.24086526,0.2161906,0.073280126,0.24070495,0.007363707
8,168,500,82.0,0.0,0,1,Ethanol,0.320534523,30.0,21.0,C(C)O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.779690619,286.33,5.071200000000004,286.33,5.071200000000004,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,SS336,0,1,DE,0.6550001765373358,cat,0,168,-1.0,0.46901643,0.25596696,0.13490456,0.38534817,0.137066
9,173,300,87.0,-8.0,0,0,Ethanol,0.195522762,20.0,21.0,C(C)O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.713572854,286.33,5.071200000000004,286.33,5.071200000000004,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.5414722174082427,cat,0,173,-1.0,0.27164176,0.20423189,0.068332225,0.24277115,0.004988849
