,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-NC,membrane_GMT-oNF-2,membrane_NFX,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SB90,membrane_SM122,membrane_SS150101,membrane_SS336,membrane_SeppurePT,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source,is_augmented,id_original,test_fold_rejection_model,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_1_fold0,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_1_fold1,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_1_fold2,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_1_fold3,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_1_fold4
0,88,220,-1.0,0.0,1,1,Toluene,0.766666667,30.0,20.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.99,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SM122,1,0,CF,1.9586073148417744,cat,0,88,-1.0,0.75241625,0.9272183,0.996663,0.8878469,0.93517363
1,473,300,87.0,-8.0,0,0,Toluene,0.341009623,30.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.990131579,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,1.9638335470635315,cat,0,473,-1.0,0.056037754,0.5519825,0.47390372,0.37406856,0.5401592
2,477,300,-1.0,0.0,1,1,Toluene,0.716741199,30.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.955592105,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PMPerformance,0,1,DE,1.3428686304723851,cat,0,477,-1.0,0.5434679,0.8124157,0.8932252,0.735337,0.90022194
3,481,500,82.0,0.0,0,1,Toluene,2.439741329,30.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.282894737,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SS336,0,1,DE,0.1438118903129606,cat,0,481,-1.0,0.2383138,0.5488566,0.49674463,0.49806115,0.54564303
4,485,300,87.0,-8.0,0,0,Toluene,0.341009623,10.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.5,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.3001622741327542,cat,0,485,-1.0,-0.10451007,0.6028659,0.50942487,0.27990097,0.304354
5,489,300,-1.0,0.0,1,1,Toluene,0.716741199,10.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.814144737,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PMPerformance,0,1,DE,0.7284946652231297,cat,0,489,-1.0,0.28055394,0.7415179,0.7323706,0.6163237,0.819592
6,493,500,82.0,0.0,0,1,Toluene,2.439741329,10.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.421052632,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SS336,0,1,DE,0.2366114182031786,cat,0,493,-1.0,0.102473706,0.60361814,0.5457774,0.38710594,0.38242704
7,497,300,87.0,-8.0,0,0,Toluene,0.341009623,20.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.225328947,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.1103224155391083,cat,0,497,-1.0,-0.04727739,0.5650097,0.4656676,0.32714337,0.44795156
8,501,300,-1.0,0.0,1,1,Toluene,0.716741199,20.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.536184211,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PMPerformance,0,1,DE,0.3327191281239394,cat,0,501,-1.0,0.31290203,0.7789899,0.8585874,0.70136166,0.8593692
9,505,500,82.0,0.0,0,1,Toluene,2.439741329,20.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.286184211,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SS336,0,1,DE,0.1458058632734947,cat,0,505,-1.0,0.124655664,0.56731796,0.51059043,0.43426085,0.4725026
