,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM300,membrane_GMT-oNF-2,membrane_NFX,membrane_PMPerformance,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source,is_augmented,id_original,test_fold_mcmpnn_combi_v09_id_organocatalysts,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_4_fold0,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_4_fold1,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_4_fold2,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_4_fold3,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_4_fold4
0,95,300,87.0,-8.0,0,0,Ethyl acetate,3.897707231,30.0,21.0,O(C(C)=O)CC,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.022,286.33,5.071200000000004,286.33,5.071200000000004,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.0092173081968621,cat,0,95,-1.0,0.39641273,0.20624873,0.32786477,0.37938106,0.1416589
1,100,300,59.0,-37.5,0,0,Ethyl acetate,0.27,30.0,21.0,O(C(C)=O)CC,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.353269254,286.33,5.071200000000004,286.33,5.071200000000004,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,1,0,0,0,0,DM300,0,1,DE,0.1886054876902402,cat,0,100,-1.0,0.74887705,0.709597,0.49003014,0.63355166,0.66667116
2,105,500,82.0,0.0,0,1,Ethyl acetate,2.439741329,30.0,21.0,O(C(C)=O)CC,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.116,286.33,5.071200000000004,286.33,5.071200000000004,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,1,SS336,0,1,DE,0.0530567293021745,cat,0,105,-1.0,0.20270234,0.18071961,0.043189228,0.21842399,0.17766815
3,119,225,-1.0,0.0,1,1,Acetonitrile,0.36,30.0,21.0,C(C)#N,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.614967462,286.33,5.071200000000004,286.33,5.071200000000004,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,NFX,0,1,DE,0.4133760878715252,cat,0,119,-1.0,0.4408155,0.3233546,0.50609535,0.4710523,0.31345004
4,124,300,87.0,-8.0,0,0,Acetonitrile,0.153480228,30.0,21.0,C(C)#N,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.720418848,286.33,5.071200000000004,286.33,5.071200000000004,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.5519415059994672,cat,0,124,-1.0,0.50340885,0.4659829,0.30881724,0.49443784,0.31478196
5,129,300,59.0,-37.5,0,0,Acetonitrile,0.51909254,30.0,21.0,C(C)#N,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.852356021,286.33,5.071200000000004,286.33,5.071200000000004,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,1,0,0,0,0,DM300,0,1,DE,0.8278526777138995,cat,0,129,-1.0,0.8598826,0.82128376,0.7745583,0.87063026,0.78222793
6,134,500,82.0,0.0,0,1,Acetonitrile,0.45587198,30.0,21.0,C(C)#N,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.457591623,286.33,5.071200000000004,286.33,5.071200000000004,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,1,SS336,0,1,DE,0.2648736709294769,cat,0,134,-1.0,0.43406147,0.37042886,0.33813405,0.49817204,0.377212
7,163,300,87.0,-8.0,0,0,Ethanol,0.195522762,30.0,21.0,C(C)O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.630738523,286.33,5.071200000000004,286.33,5.071200000000004,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.4314914707661941,cat,0,163,-1.0,0.07585052,0.17441314,0.08579415,0.11722806,0.115556866
8,168,500,82.0,0.0,0,1,Ethanol,0.320534523,30.0,21.0,C(C)O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.779690619,286.33,5.071200000000004,286.33,5.071200000000004,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,SS336,0,1,DE,0.6550001765373358,cat,0,168,-1.0,0.37167042,0.2798926,0.22184789,0.34512597,0.21629193
9,173,300,87.0,-8.0,0,0,Ethanol,0.195522762,20.0,21.0,C(C)O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,OC1=[C@](C2=CC=CC=C2C=C1)[C@]3=C4C=CC=CC4=CC=C3O,organocatalyst,0.713572854,286.33,5.071200000000004,286.33,5.071200000000004,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.5414722174082427,cat,0,173,-1.0,0.104795665,0.17047271,0.10518435,0.13987738,0.1124115
