,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_BW30,membrane_DM150,membrane_DM200,membrane_DM300,membrane_DM500,membrane_Desal5DL,membrane_GMT-NC,membrane_GMT-oNF-1,membrane_GMT-oNF-2,membrane_GMT-oNF-3,membrane_MPF50,membrane_NF270,membrane_NF90,membrane_NFX,membrane_PBI,membrane_PDMS,membrane_PEEK,membrane_PM280,membrane_PMPerformance,membrane_PMS600,membrane_PV46,membrane_SB90,membrane_SM122,membrane_SM228,membrane_SM240,membrane_SS126,membrane_SS136,membrane_SS150101,membrane_SS336,membrane_SS375,membrane_SS776,membrane_SS815,membrane_SeppurePT,membrane_TFC-SR2,membrane_TS40,membrane_XLE,membrane_CPA3,membrane_DDK,membrane_DK,membrane_Desal51HL,membrane_ES10C,membrane_ES20,membrane_ESPA1,membrane_ESPA2,membrane_ESPA3,membrane_HL,membrane_HR95,membrane_LC2,membrane_LE440,membrane_LF10,membrane_LFC1,membrane_NE90,membrane_NF,membrane_NF200,membrane_NF70,membrane_NTR729HF,membrane_NTR7450,membrane_PMS380,membrane_SB50,membrane_SW30XLE,membrane_SWC1,membrane_TS80,membrane_UTC20,membrane_UTC60,membrane_UTC70,membrane_VNF1,membrane_VNF2,membrane_X20,membrane_XLE440,membrane,process_configuration_CF,process_configuration_DE,process_configuration,membrane_configuration_FS,membrane_configuration_HF,membrane_configuration,corr_rejection,modified_corr_rejection,yj_corr_rejection,bc_corr_rejection,source,is_augmented,id_original,test_fold_rejection_model,train_mcmpnn_combi_id_organos_smino_6_fold0,val_mcmpnn_combi_id_organos_smino_6_fold0,test_mcmpnn_combi_id_organos_smino_6_fold0,rejection_mcmpnn_combi_id_organos_smino_6_fold0,train_mcmpnn_combi_id_organos_smino_6_fold1,val_mcmpnn_combi_id_organos_smino_6_fold1,test_mcmpnn_combi_id_organos_smino_6_fold1,rejection_mcmpnn_combi_id_organos_smino_6_fold1,train_mcmpnn_combi_id_organos_smino_6_fold2,val_mcmpnn_combi_id_organos_smino_6_fold2,test_mcmpnn_combi_id_organos_smino_6_fold2,rejection_mcmpnn_combi_id_organos_smino_6_fold2,train_mcmpnn_combi_id_organos_smino_6_fold3,val_mcmpnn_combi_id_organos_smino_6_fold3,test_mcmpnn_combi_id_organos_smino_6_fold3,rejection_mcmpnn_combi_id_organos_smino_6_fold3,train_mcmpnn_combi_id_organos_smino_6_fold4,val_mcmpnn_combi_id_organos_smino_6_fold4,test_mcmpnn_combi_id_organos_smino_6_fold4,rejection_mcmpnn_combi_id_organos_smino_6_fold4
0,681,300,87.0,-8.0,0,0,Toluene,0.341009623,30.0,21.0,CC1=CC=CC=C1,CN(C)C1=CC=NC=C1,CN(C)C1=CC=NC=C1,organocatalyst,-0.056935818,122.17099999999996,1.1476,122.17099999999996,1.1476,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,1,0,FS,-0.056935818,0.0281382950319639,-1.5917759615001614,10097334656649.342,cat,0,681,-1.0,0,0,1,0.044520557,0,0,1,-0.005428076,0,0,1,0.08256048,0,0,1,0.02581811,0,0,1,0.11138803
1,685,300,-1.0,0.0,1,1,Toluene,0.716741199,30.0,21.0,CC1=CC=CC=C1,CN(C)C1=CC=NC=C1,CN(C)C1=CC=NC=C1,organocatalyst,0.00931677,122.17099999999996,1.1476,122.17099999999996,1.1476,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMPerformance,0,1,DE,1,0,FS,0.00931677,0.0002966216999834,-1.4987240935646855,11095261138416.496,cat,0,685,-1.0,0,0,1,-0.032675385,0,0,1,0.011617243,0,0,1,0.09191102,0,0,1,0.033165455,0,0,1,0.122344404
2,689,500,82.0,0.0,0,1,Toluene,2.439741329,30.0,21.0,CC1=CC=CC=C1,CN(C)C1=CC=NC=C1,CN(C)C1=CC=NC=C1,organocatalyst,0.022774327,122.17099999999996,1.1476,122.17099999999996,1.1476,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SS336,0,1,DE,1,0,FS,0.022774327,-0.0055835592495913,-1.4786877711522897,11308850964500.36,cat,0,689,-1.0,0,0,1,0.07634437,0,0,1,0.04179579,0,0,1,0.065469384,0,0,1,0.010299146,0,0,1,0.06662011
3,693,300,87.0,-8.0,0,0,Toluene,0.341009623,10.0,21.0,CC1=CC=CC=C1,CN(C)C1=CC=NC=C1,CN(C)C1=CC=NC=C1,organocatalyst,-0.089026915,122.17099999999996,1.1476,122.17099999999996,1.1476,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,1,0,FS,-0.089026915,0.041008328358748,-1.6337747156156148,9644567497117.97,cat,0,693,-1.0,0,0,1,0.12314606,0,0,1,0.058707952,0,0,1,0.045370042,0,0,1,0.05328214,0,0,1,0.1156165
4,697,300,-1.0,0.0,1,1,Toluene,0.716741199,10.0,21.0,CC1=CC=CC=C1,CN(C)C1=CC=NC=C1,CN(C)C1=CC=NC=C1,organocatalyst,-0.027950311,122.17099999999996,1.1476,122.17099999999996,1.1476,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMPerformance,0,1,DE,1,0,FS,-0.027950311,0.0161765633630784,-1.5521693753013706,10523190246040.863,cat,0,697,-1.0,0,0,1,0.02483219,0,0,1,-0.013636589,0,0,1,0.06729847,0,0,1,0.08830166,0,0,1,0.113960505
5,701,500,82.0,0.0,0,1,Toluene,2.439741329,10.0,21.0,CC1=CC=CC=C1,CN(C)C1=CC=NC=C1,CN(C)C1=CC=NC=C1,organocatalyst,0.099378882,122.17099999999996,1.1476,122.17099999999996,1.1476,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SS336,0,1,DE,1,0,FS,0.099378882,-0.0406622822899399,-1.3569785083699095,12599271999981.22,cat,0,701,-1.0,0,0,1,0.098063886,0,0,1,0.07947594,0,0,1,0.033539534,0,0,1,0.020702064,0,0,1,0.028369665
6,705,300,87.0,-8.0,0,0,Toluene,0.341009623,20.0,21.0,CC1=CC=CC=C1,CN(C)C1=CC=NC=C1,CN(C)C1=CC=NC=C1,organocatalyst,-0.132505176,122.17099999999996,1.1476,122.17099999999996,1.1476,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,1,0,FS,-0.132505176,0.057858176271994,-1.6878130065618806,9061201770053.385,cat,0,705,-1.0,0,0,1,0.11865559,0,0,1,0.044908166,0,0,1,0.06342465,0,0,1,0.040191174,0,0,1,0.108992875
7,709,300,-1.0,0.0,1,1,Toluene,0.716741199,20.0,21.0,CC1=CC=CC=C1,CN(C)C1=CC=NC=C1,CN(C)C1=CC=NC=C1,organocatalyst,-0.102484472,122.17099999999996,1.1476,122.17099999999996,1.1476,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PMPerformance,0,1,DE,1,0,FS,-0.102484472,0.0462939578356397,-1.650840812846988,9460374465114.104,cat,0,709,-1.0,0,0,1,0.00359869,0,0,1,-0.028393626,0,0,1,0.07713735,0,0,1,0.033104897,0,0,1,0.07830942
8,713,500,82.0,0.0,0,1,Toluene,2.439741329,20.0,21.0,CC1=CC=CC=C1,CN(C)C1=CC=NC=C1,CN(C)C1=CC=NC=C1,organocatalyst,-0.028985507,122.17099999999996,1.1476,122.17099999999996,1.1476,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SS336,0,1,DE,1,0,FS,-0.028985507,0.0166094895457956,-1.5536125473909648,10507698006193.328,cat,0,713,-1.0,0,0,1,0.09390688,0,0,1,0.06323421,0,0,1,0.049360394,0,0,1,0.008228362,0,0,1,0.030954897
9,721,300,-1.0,0.0,1,1,Ethanol,0.0141,10.0,21.0,C(C)O,CN(C)C1=CC=NC=C1,CN(C)C1=CC=NC=C1,organocatalyst,0.251877347,122.17099999999996,1.1476,122.17099999999996,1.1476,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SeppurePT,1,0,CF,0,1,HF,0.251877347,-0.1202605262783566,-1.074466316710515,15585247031545.584,cat,0,721,-1.0,0,0,1,0.17362082,0,0,1,0.23085123,0,0,1,0.32615346,0,0,1,0.28376624,0,0,1,0.27392417
