,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-NC,membrane_GMT-oNF-2,membrane_NFX,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SB90,membrane_SM122,membrane_SS150101,membrane_SS336,membrane_SeppurePT,membrane_TS40,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source,is_augmented,id_original,test_fold_rejection_model,rejection_mcmpnn_combi_v03z_id_organos_smino_4_fold0,rejection_mcmpnn_combi_v03z_id_organos_smino_4_fold1,rejection_mcmpnn_combi_v03z_id_organos_smino_4_fold2,rejection_mcmpnn_combi_v03z_id_organos_smino_4_fold3,rejection_mcmpnn_combi_v03z_id_organos_smino_4_fold4
0,1508,150,59.0,0.0,0,1,Acetonitrile,0.177021216,20.0,21.0,C(C)#N,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,organocatalyst,0.989609066,803.1220000000002,7.826000000000011,803.1220000000002,7.826000000000011,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,1.9434406644708744,cat,0,1508,-1.0,0.9965124,0.98945725,0.98595595,1.0,0.9939727
1,1514,300,59.0,-37.5,0,0,Acetonitrile,0.51909254,20.0,21.0,C(C)#N,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,organocatalyst,0.990984941,803.1220000000002,7.826000000000011,803.1220000000002,7.826000000000011,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.999346487878248,cat,0,1514,-1.0,0.95614433,0.9879885,1.0,0.9839474,1.0
2,1520,300,87.0,-8.0,0,0,Acetonitrile,0.153480228,20.0,21.0,C(C)#N,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,organocatalyst,0.93705844,803.1220000000002,7.826000000000011,803.1220000000002,7.826000000000011,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,1.1942167723319708,cat,0,1520,-1.0,0.94005406,0.87648237,0.93081117,0.91980386,0.8757895
3,1526,300,-1.0,0.0,1,1,Acetonitrile,2.530907666,20.0,21.0,C(C)#N,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,organocatalyst,0.407507751,803.1220000000002,7.826000000000011,803.1220000000002,7.826000000000011,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PMPerformance,1,0,CF,0.2265849485518676,cat,0,1526,-1.0,0.5247817,0.6496365,0.6373528,0.5829539,0.6255229
4,1532,200,-1.0,0.0,1,1,Acetonitrile,1.819539983,20.0,21.0,C(C)#N,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,organocatalyst,0.109777065,803.1220000000002,7.826000000000011,803.1220000000002,7.826000000000011,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GMT-NC,1,0,CF,0.0500136457612601,cat,0,1532,-1.0,0.15500426,0.29586715,0.41823924,0.21291503,0.5009391
5,1538,300,-1.0,0.0,1,1,Acetonitrile,3.30137418,20.0,21.0,C(C)#N,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,organocatalyst,0.347052164,803.1220000000002,7.826000000000011,803.1220000000002,7.826000000000011,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SS150101,1,0,CF,0.1844568930226464,cat,0,1538,-1.0,0.63950247,0.6779473,0.5873995,0.44998664,0.73217094
6,1544,500,82.0,0.0,0,1,Acetonitrile,0.45587198,20.0,21.0,C(C)#N,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,organocatalyst,0.600136883,803.1220000000002,7.826000000000011,803.1220000000002,7.826000000000011,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.3970039008965401,cat,0,1544,-1.0,0.6879269,0.651007,0.68861824,0.6882111,0.74299943
7,1550,150,59.0,0.0,0,1,Ethanol,0.02,20.0,21.0,C(C)O,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,organocatalyst,0.990846981,803.1220000000002,7.826000000000011,803.1220000000002,7.826000000000011,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,1.9934048010917984,cat,0,1550,-1.0,0.9932226,0.99999154,0.9812424,1.0,0.9562681
8,1556,300,59.0,-37.5,0,0,Ethanol,0.078074137,20.0,21.0,C(C)O,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,organocatalyst,0.990507404,803.1220000000002,7.826000000000011,803.1220000000002,7.826000000000011,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DM300,1,0,CF,1.9791170486040093,cat,0,1556,-1.0,0.9714467,0.97876906,0.96169436,0.9202424,0.98239416
9,1562,300,87.0,-8.0,0,0,Ethanol,0.195522762,20.0,21.0,C(C)O,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,OC1=C([Si](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4)C=C5C=CC=CC5=[C@@]1[C@@]6=C7C=CC=CC7=CC([Si](C8=CC=CC=C8)(C9=CC=CC=C9)C%10=CC=CC=C%10)=C6O,organocatalyst,0.243671903,803.1220000000002,7.826000000000011,803.1220000000002,7.826000000000011,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.120715930478041,cat,0,1562,-1.0,0.72157806,0.7203289,0.5050998,0.46395227,0.633055
