,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-NC,membrane_GMT-oNF-2,membrane_NFX,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SB90,membrane_SM122,membrane_SS150101,membrane_SS336,membrane_SeppurePT,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source,is_augmented,id_original,test_fold_rejection_model,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_6_fold0,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_6_fold1,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_6_fold2,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_6_fold3,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_6_fold4
0,1294,150,59.0,0.0,0,1,Acetonitrile,0.177021216,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.992491081,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,2.0701256105564605,cat,0,1294,-1.0,1.0,0.98297644,0.98013735,0.97738075,1.0
1,1300,300,59.0,-37.5,0,0,Acetonitrile,0.51909254,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.996811669,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DM300,1,0,CF,2.377959003737917,cat,0,1300,-1.0,1.0,0.96894485,1.0,1.0,0.9673353
2,1306,300,87.0,-8.0,0,0,Acetonitrile,0.153480228,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.971102731,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,1.5243684809865852,cat,0,1306,-1.0,0.98859763,0.88246244,0.8722356,0.8928493,0.9341837
3,1312,300,-1.0,0.0,1,1,Acetonitrile,2.530907666,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.548744539,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PMPerformance,1,0,CF,0.3446161803159174,cat,0,1312,-1.0,0.5084366,0.4921146,0.42070186,0.59900063,0.6109451
4,1318,200,-1.0,0.0,1,1,Acetonitrile,1.819539983,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.277300554,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMT-NC,1,0,CF,0.1404417598310904,cat,0,1318,-1.0,0.4381865,0.34128952,0.25960177,0.5519931,0.5007093
5,1324,300,-1.0,0.0,1,1,Acetonitrile,3.30137418,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.650173067,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SS150101,1,0,CF,0.4549070732185238,cat,0,1324,-1.0,0.5176314,0.5001696,0.3249847,0.44757986,0.4908721
6,1330,500,82.0,0.0,0,1,Acetonitrile,0.45587198,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.639363808,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SS336,1,0,CF,0.4417281124905163,cat,0,1330,-1.0,0.6166445,0.66528904,0.64128786,0.61232835,0.6662359
7,1336,150,59.0,0.0,0,1,Ethanol,0.02,20.0,21.0,C(C)O,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.992491081,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,2.0701256105564605,cat,0,1336,-1.0,0.93162143,0.9944631,0.9840816,0.8688642,0.9591174
8,1342,300,59.0,-37.5,0,0,Ethanol,0.078074137,20.0,21.0,C(C)O,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.996811669,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DM300,1,0,CF,2.377959003737917,cat,0,1342,-1.0,1.0,0.9224577,1.0,0.98143506,0.9358849
9,1348,300,87.0,-8.0,0,0,Ethanol,0.195522762,20.0,21.0,C(C)O,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.971102731,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,1.5243684809865852,cat,0,1348,-1.0,0.48133865,0.45414838,0.46979177,0.47836095,0.48499453
