,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-NC,membrane_GMT-oNF-2,membrane_NFX,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SB90,membrane_SM122,membrane_SS150101,membrane_SS336,membrane_SeppurePT,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source,is_augmented,id_original,test_fold_rejection_model,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_7_fold0,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_7_fold1,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_7_fold2,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_7_fold3,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_7_fold4
0,1391,150,59.0,0.0,0,1,Acetonitrile,0.177021216,20.0,21.0,C(C)#N,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,organocatalyst,0.991827474,438.5260000000001,8.405200000000002,438.5260000000001,8.405200000000002,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,2.0375110485400705,cat,0,1391,-1.0,1.0,0.98263985,0.97667086,0.9602876,1.0
1,1397,300,59.0,-37.5,0,0,Acetonitrile,0.51909254,20.0,21.0,C(C)#N,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,organocatalyst,0.99536983,438.5260000000001,8.405200000000002,438.5260000000001,8.405200000000002,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DM300,1,0,CF,2.2494784916589063,cat,0,1397,-1.0,1.0,1.0,0.97820085,0.95798385,1.0
2,1403,300,87.0,-8.0,0,0,Acetonitrile,0.153480228,20.0,21.0,C(C)#N,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,organocatalyst,0.927850553,438.5260000000001,8.405200000000002,438.5260000000001,8.405200000000002,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,1.135788952734245,cat,0,1403,-1.0,0.91769946,0.9058899,0.7571322,0.84632623,0.82987684
3,1409,300,-1.0,0.0,1,1,Acetonitrile,2.530907666,20.0,21.0,C(C)#N,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,organocatalyst,0.199982711,438.5260000000001,8.405200000000002,438.5260000000001,8.405200000000002,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PMPerformance,1,0,CF,0.096358110087715,cat,0,1409,-1.0,0.5049662,0.45939007,0.46261555,0.39477655,0.5238965
4,1415,200,-1.0,0.0,1,1,Acetonitrile,1.819539983,20.0,21.0,C(C)#N,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,organocatalyst,0.173252393,438.5260000000001,8.405200000000002,438.5260000000001,8.405200000000002,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMT-NC,1,0,CF,0.0821020661098081,cat,0,1415,-1.0,0.32092553,0.29843843,0.40465754,0.26386663,0.37791008
5,1421,300,-1.0,0.0,1,1,Acetonitrile,3.30137418,20.0,21.0,C(C)#N,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,organocatalyst,0.346371093,438.5260000000001,8.405200000000002,438.5260000000001,8.405200000000002,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SS150101,1,0,CF,0.1840048210973665,cat,0,1421,-1.0,0.52626294,0.533272,0.52419645,0.5712093,0.601342
6,1427,500,82.0,0.0,0,1,Acetonitrile,0.45587198,20.0,21.0,C(C)#N,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,organocatalyst,0.60087435,438.5260000000001,8.405200000000002,438.5260000000001,8.405200000000002,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SS336,1,0,CF,0.3978036073403225,cat,0,1427,-1.0,0.62739515,0.5615544,0.5697305,0.6088338,0.5501815
7,1433,150,59.0,0.0,0,1,Ethanol,0.02,20.0,21.0,C(C)O,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,organocatalyst,0.995879927,438.5260000000001,8.405200000000002,438.5260000000001,8.405200000000002,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,2.290723846979024,cat,0,1433,-1.0,0.9936178,0.9355101,0.9085969,0.950938,0.9952532
8,1439,300,59.0,-37.5,0,0,Ethanol,0.078074137,20.0,21.0,C(C)O,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,organocatalyst,0.995160849,438.5260000000001,8.405200000000002,438.5260000000001,8.405200000000002,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DM300,1,0,CF,2.2336502937812823,cat,0,1439,-1.0,1.0,0.97156155,0.9684286,0.9327501,1.0
9,1445,300,87.0,-8.0,0,0,Ethanol,0.195522762,20.0,21.0,C(C)O,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,OC1=C(C2=CC=CC=C2)C=C3C=CC=CC3=[C@@]1[C@@]4=C5C=CC=CC5=CC(C6=CC=CC=C6)=C4O,organocatalyst,0.215245855,438.5260000000001,8.405200000000002,438.5260000000001,8.405200000000002,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,0.1047133193197627,cat,0,1445,-1.0,0.7868109,0.7473848,0.68572724,0.5321545,0.581509
