,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM300,membrane_GMT-oNF-2,membrane_NFX,membrane_PMPerformance,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source,is_augmented,id_original,test_fold_mcmpnn_combi_v10_id_organocatalysts,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_1_fold0,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_1_fold1,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_1_fold2,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_1_fold3,rejection_mcmpnn_combi_v10_id_organocatalysts_smino_1_fold4
0,324,300,87.0,-8.0,0,0,Toluene,0.341009623,30.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.990131579,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,1,0,0,0,GMT-oNF-2,0,1,DE,1.9638335470635315,cat,0,324,-1.0,0.08281931,0.02197072,0.21329203,0.07872942,0.31590676
1,328,300,-1.0,0.0,1,1,Toluene,0.716741199,30.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.955592105,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,PMPerformance,0,1,DE,1.3428686304723851,cat,0,328,-1.0,0.21116081,0.2763698,0.42386925,0.23663896,0.38375366
2,332,500,82.0,0.0,0,1,Toluene,2.439741329,30.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.282894737,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,1,SS336,0,1,DE,0.1438118903129606,cat,0,332,-1.0,0.24443203,0.10686958,0.3229493,0.12570652,0.33711696
3,336,300,87.0,-8.0,0,0,Toluene,0.341009623,10.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.5,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.3001622741327542,cat,0,336,-1.0,0.05769354,0.05806902,0.25026762,0.07078391,0.30882782
4,340,300,-1.0,0.0,1,1,Toluene,0.716741199,10.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.814144737,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,PMPerformance,0,1,DE,0.7284946652231297,cat,0,340,-1.0,0.20343408,0.42078215,0.44397473,0.25217897,0.40690264
5,344,500,82.0,0.0,0,1,Toluene,2.439741329,10.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.421052632,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,1,SS336,0,1,DE,0.2366114182031786,cat,0,344,-1.0,0.20773613,0.12859443,0.31289506,0.12549114,0.34552556
6,348,300,87.0,-8.0,0,0,Toluene,0.341009623,20.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.225328947,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.1103224155391083,cat,0,348,-1.0,0.054005563,0.03565836,0.22835657,0.08229992,0.30935705
7,352,300,-1.0,0.0,1,1,Toluene,0.716741199,20.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.536184211,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,1,0,PMPerformance,0,1,DE,0.3327191281239394,cat,0,352,-1.0,0.20097163,0.35145813,0.43180835,0.24115324,0.39754403
8,356,500,82.0,0.0,0,1,Toluene,2.439741329,20.0,21.0,CC1=CC=CC=C1,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.286184211,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,92.141,2.73,0.59,867.0,2.38,18.0,1.4,2.0,106.8,0,0,0,0,1,SS336,0,1,DE,0.1458058632734947,cat,0,356,-1.0,0.22875047,0.10916543,0.31709874,0.122801155,0.34232986
9,390,225,-1.0,0.0,1,1,Ethanol,0.24,10.0,21.0,C(C)O,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],CCCC[N+](CCCC)(CCCC)CCCC.[Br-],organocatalyst,0.929090909,322.3749999999999,2.007600000000001,322.3749999999999,2.007600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,1.1432162011115037,cat,0,390,-1.0,0.81946486,0.8798162,0.8027541,0.8881228,0.90927637
