,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-NC,membrane_GMT-oNF-2,membrane_NFX,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SB90,membrane_SM122,membrane_SS150101,membrane_SS336,membrane_SeppurePT,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source,is_augmented,id_original,test_fold_rejection_model,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_10_fold0,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_10_fold1,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_10_fold2,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_10_fold3,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_10_fold4
0,168,600,-1.0,0.0,1,1,Ethyl acetate,2.51,30.0,21.0,O(C(C)=O)CC,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,organocatalyst,0.034,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,PMS600,0,1,DE,0.0145735259169983,cat,0,168,-1.0,0.24516931,0.21060228,0.4487139,0.36409742,0.41131657
1,169,300,59.0,-37.5,0,0,Acetonitrile,0.51909254,30.0,21.0,C(C)#N,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,organocatalyst,0.655,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DM300,0,1,DE,0.4609239012072234,cat,0,169,-1.0,0.79362106,0.818369,0.80287194,0.9092151,0.885795
2,170,225,-1.0,0.0,1,1,Acetonitrile,0.36,30.0,21.0,C(C)#N,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,organocatalyst,0.389,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NFX,0,1,DE,0.2132485778544388,cat,0,170,-1.0,0.2572004,0.34866416,0.49544114,0.16697457,0.475241
3,171,225,-1.0,0.0,1,1,Acetonitrile,0.36,20.0,21.0,C(C)#N,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,organocatalyst,0.423,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NFX,0,1,DE,0.2380721615794709,cat,0,171,-1.0,0.34122694,0.41965294,0.45299459,0.29922605,0.48994565
4,172,225,-1.0,0.0,1,1,Acetonitrile,0.36,10.0,21.0,C(C)#N,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,organocatalyst,0.625,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NFX,0,1,DE,0.4248121550723389,cat,0,172,-1.0,0.45087752,0.50089675,0.4574134,0.3776278,0.48522335
5,360,300,87.0,-8.0,0,0,Ethanol,0.195522762,30.0,21.0,C(C)O,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,organocatalyst,-0.039675383,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,-0.0173152815207813,cat,0,360,-1.0,0.15283445,-0.09955013,0.1007694,-0.008613348,-0.14060128
6,361,500,82.0,0.0,0,1,Ethanol,0.320534523,30.0,21.0,C(C)O,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,organocatalyst,0.681695221,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SS336,0,1,DE,0.4957945813734987,cat,0,361,-1.0,0.14881039,0.21698582,0.19562712,0.12801886,0.26439804
7,362,300,87.0,-8.0,0,0,Ethanol,0.195522762,20.0,21.0,C(C)O,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,organocatalyst,0.088367899,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.039704259383241,cat,0,362,-1.0,0.11598283,-0.09431261,0.119332045,0.06941697,-0.13111854
8,363,500,82.0,0.0,0,1,Ethanol,0.320534523,20.0,21.0,C(C)O,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,organocatalyst,0.632100992,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SS336,0,1,DE,0.4330925126254744,cat,0,363,-1.0,0.15310854,0.14127916,0.15229818,0.1471273,0.2992484
9,364,300,87.0,-8.0,0,0,Ethanol,0.195522762,10.0,21.0,C(C)O,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,organocatalyst,0.07754734,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,0.034585363383184,cat,0,364,-1.0,0.038121283,-0.0683524,0.0774343,0.07319531,-0.09707022
10,365,500,82.0,0.0,0,1,Ethanol,0.320534523,10.0,21.0,C(C)O,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,FC(C(F)=C(F)C(F)=C1F)=C1B(C2=C(F)C(F)=C(F)C(F)=C2F)C3=C(F)C(F)=C(F)C(F)=C3F,organocatalyst,0.798917944,511.9800000000001,4.2893,511.9800000000001,4.2893,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SS336,0,1,DE,0.6944722482173248,cat,0,365,-1.0,0.22281846,0.13274023,0.12787887,0.10764837,0.35614836
