,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_BW30,membrane_DM150,membrane_DM200,membrane_DM300,membrane_DM500,membrane_Desal5DL,membrane_GMT-NC,membrane_GMT-oNF-1,membrane_GMT-oNF-2,membrane_GMT-oNF-3,membrane_MPF50,membrane_NF270,membrane_NF90,membrane_NFX,membrane_PBI,membrane_PDMS,membrane_PEEK,membrane_PM280,membrane_PMPerformance,membrane_PMS600,membrane_PV46,membrane_SB90,membrane_SM122,membrane_SM228,membrane_SM240,membrane_SS126,membrane_SS136,membrane_SS150101,membrane_SS336,membrane_SS375,membrane_SS776,membrane_SS815,membrane_SeppurePT,membrane_TFC-SR2,membrane_TS40,membrane_XLE,membrane_CPA3,membrane_DDK,membrane_DK,membrane_Desal51HL,membrane_ES10C,membrane_ES20,membrane_ESPA1,membrane_ESPA2,membrane_ESPA3,membrane_HL,membrane_HR95,membrane_LC2,membrane_LE440,membrane_LF10,membrane_LFC1,membrane_NE90,membrane_NF,membrane_NF200,membrane_NF70,membrane_NTR729HF,membrane_NTR7450,membrane_PMS380,membrane_SB50,membrane_SW30XLE,membrane_SWC1,membrane_TS80,membrane_UTC20,membrane_UTC60,membrane_UTC70,membrane_VNF1,membrane_VNF2,membrane_X20,membrane_XLE440,membrane,process_configuration_CF,process_configuration_DE,process_configuration,membrane_configuration_FS,membrane_configuration_HF,membrane_configuration,corr_rejection,modified_corr_rejection,yj_corr_rejection,bc_corr_rejection,source,is_augmented,id_original,test_fold_rejection_model,train_mcmpnn_combi_id_organos_smino_3_fold0,val_mcmpnn_combi_id_organos_smino_3_fold0,test_mcmpnn_combi_id_organos_smino_3_fold0,rejection_mcmpnn_combi_id_organos_smino_3_fold0,train_mcmpnn_combi_id_organos_smino_3_fold1,val_mcmpnn_combi_id_organos_smino_3_fold1,test_mcmpnn_combi_id_organos_smino_3_fold1,rejection_mcmpnn_combi_id_organos_smino_3_fold1,train_mcmpnn_combi_id_organos_smino_3_fold2,val_mcmpnn_combi_id_organos_smino_3_fold2,test_mcmpnn_combi_id_organos_smino_3_fold2,rejection_mcmpnn_combi_id_organos_smino_3_fold2,train_mcmpnn_combi_id_organos_smino_3_fold3,val_mcmpnn_combi_id_organos_smino_3_fold3,test_mcmpnn_combi_id_organos_smino_3_fold3,rejection_mcmpnn_combi_id_organos_smino_3_fold3,train_mcmpnn_combi_id_organos_smino_3_fold4,val_mcmpnn_combi_id_organos_smino_3_fold4,test_mcmpnn_combi_id_organos_smino_3_fold4,rejection_mcmpnn_combi_id_organos_smino_3_fold4
0,760,300,-1.0,0.0,1,1,Ethanol,0.0141,10.0,21.0,C(C)O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,organocatalyst,0.996429602,628.5730000000003,6.117400000000004,628.5730000000003,6.117400000000004,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SeppurePT,1,0,CF,0,1,HF,0.996429602,-1.8674074149291295,1.1747795939751549,42152018666354.266,cat,0,760,-1.0,0,0,1,0.91942334,0,0,1,0.92586803,0,0,1,0.9154204,0,0,1,0.8920901,0,0,1,0.93591297
1,763,300,-1.0,0.0,1,1,Ethanol,0.0141,20.0,21.0,C(C)O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,organocatalyst,0.991363757,628.5730000000003,6.117400000000004,628.5730000000003,6.117400000000004,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SeppurePT,1,0,CF,0,1,HF,0.991363757,-1.729641635373899,1.1541199104141628,41877276443691.805,cat,0,763,-1.0,0,0,1,0.9228831,0,0,1,0.9192795,0,0,1,0.8866711,0,0,1,0.88728535,0,0,1,0.9357934
2,892,225,-1.0,0.0,1,1,Ethanol,0.24,10.0,21.0,C(C)O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,organocatalyst,0.981683518,628.5730000000003,6.117400000000004,628.5730000000003,6.117400000000004,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NFX,1,0,CF,1,0,FS,0.981683518,-1.5479607037680114,1.1148596394553476,41356899769496.016,cat,0,892,-1.0,0,0,1,0.9404088,0,0,1,0.9143531,0,0,1,0.90695626,0,0,1,0.9003863,0,0,1,0.94183576
3,898,250,-1.0,0.0,1,1,Ethanol,0.3787,10.0,21.0,C(C)O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,organocatalyst,0.969198213,628.5730000000003,6.117400000000004,628.5730000000003,6.117400000000004,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS40,1,0,CF,1,0,FS,0.969198213,-1.3893208156541443,1.0646444630957184,40694606509494.89,cat,0,898,-1.0,0,0,1,0.9036977,0,0,1,0.88522387,0,0,1,0.8882346,0,0,1,0.86340475,0,0,1,0.9032075
4,904,200,-1.0,0.0,1,1,Ethanol,2.033857,10.0,21.0,C(C)O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,organocatalyst,-0.279308723,628.5730000000003,6.117400000000004,628.5730000000003,6.117400000000004,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SB90,1,0,CF,1,0,FS,-0.279308723,0.1103569209545089,-1.8495159395644487,7324923305007.124,cat,0,904,-1.0,0,0,1,-0.07513273,0,0,1,0.009269834,0,0,1,0.07967359,0,0,1,0.12902418,0,0,1,0.18506148
5,910,225,-1.0,0.0,1,1,Ethanol,0.24,20.0,21.0,C(C)O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,organocatalyst,0.999532874,628.5730000000003,6.117400000000004,628.5730000000003,6.117400000000004,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NFX,1,0,CF,1,0,FS,0.999532874,-1.9801725478991647,1.1874742210878937,42321148822844.86,cat,0,910,-1.0,0,0,1,0.9402411,0,0,1,0.8932495,0,0,1,0.9025919,0,0,1,0.8957721,0,0,1,0.9297389
6,916,250,-1.0,0.0,1,1,Ethanol,0.3787,20.0,21.0,C(C)O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,organocatalyst,0.890984468,628.5730000000003,6.117400000000004,628.5730000000003,6.117400000000004,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS40,1,0,CF,1,0,FS,0.890984468,-0.9243963577526878,0.7607905012320918,36764910964672.99,cat,0,916,-1.0,0,0,1,0.9037305,0,0,1,0.8671161,0,0,1,0.8708863,0,0,1,0.8535365,0,0,1,0.90085685
7,922,200,-1.0,0.0,1,1,Ethanol,2.033857,20.0,21.0,C(C)O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,organocatalyst,-0.421814785,628.5730000000003,6.117400000000004,628.5730000000003,6.117400000000004,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SB90,1,0,CF,1,0,FS,-0.421814785,0.1558868426542155,-1.9819582344770643,5939917716933.585,cat,0,922,-1.0,0,0,1,-0.06144452,0,0,1,-0.03633547,0,0,1,0.004269123,0,0,1,-0.015716612,0,0,1,0.1637736
8,928,225,-1.0,0.0,1,1,Ethanol,0.24,30.0,21.0,C(C)O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,organocatalyst,0.938794077,628.5730000000003,6.117400000000004,628.5730000000003,6.117400000000004,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NFX,1,0,CF,1,0,FS,0.938794077,-1.1474838796885836,0.944338819865816,39122804532610.18,cat,0,928,-1.0,0,0,1,0.9449637,0,0,1,0.89493114,0,0,1,0.8911222,0,0,1,0.8807485,0,0,1,0.92988765
9,934,250,-1.0,0.0,1,1,Ethanol,0.3787,30.0,21.0,C(C)O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,O=C1C(N[C@H]([C@H]2N(CC3)CC(C#C)C3C2)C4=CC=NC5=CC=C(OC)C=C54)=C(NC6=CC(C(F)(F)F)=CC(C(F)(F)F)=C6)C1=O,organocatalyst,0.821527168,628.5730000000003,6.117400000000004,628.5730000000003,6.117400000000004,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TS40,1,0,CF,1,0,FS,0.821527168,-0.7247512436695353,0.506238332958994,33573873257938.67,cat,0,934,-1.0,0,0,1,0.9091494,0,0,1,0.8697537,0,0,1,0.85533726,0,0,1,0.8527026,0,0,1,0.9127304
