,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-NC,membrane_GMT-oNF-2,membrane_NFX,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SB90,membrane_SM122,membrane_SS150101,membrane_SS336,membrane_SeppurePT,membrane_TS40,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source,is_augmented,id_original,test_fold_rejection_model,rejection_mcmpnn_combi_v03z_id_organos_smino_3_fold0,rejection_mcmpnn_combi_v03z_id_organos_smino_3_fold1,rejection_mcmpnn_combi_v03z_id_organos_smino_3_fold2,rejection_mcmpnn_combi_v03z_id_organos_smino_3_fold3,rejection_mcmpnn_combi_v03z_id_organos_smino_3_fold4
0,1394,150,59.0,0.0,0,1,Acetonitrile,0.177021216,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.992491081,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,2.0701256105564605,cat,0,1394,-1.0,1.0,1.0,1.0,0.9985707,1.0
1,1400,300,59.0,-37.5,0,0,Acetonitrile,0.51909254,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.996811669,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DM300,1,0,CF,2.377959003737917,cat,0,1400,-1.0,0.9841726,1.0,1.0,1.0,0.9658388
2,1406,300,87.0,-8.0,0,0,Acetonitrile,0.153480228,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.971102731,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GMT-oNF-2,1,0,CF,1.5243684809865852,cat,0,1406,-1.0,0.95978487,0.92146873,0.9747075,0.9736218,0.9610619
3,1412,300,-1.0,0.0,1,1,Acetonitrile,2.530907666,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.548744539,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,PMPerformance,1,0,CF,0.3446161803159174,cat,0,1412,-1.0,0.6334266,0.5586585,0.70468473,0.6388853,0.5834007
4,1418,200,-1.0,0.0,1,1,Acetonitrile,1.819539983,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.277300554,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GMT-NC,1,0,CF,0.1404417598310904,cat,0,1418,-1.0,0.6947171,0.6002802,0.579627,0.55007356,0.6639916
5,1424,300,-1.0,0.0,1,1,Acetonitrile,3.30137418,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.650173067,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SS150101,1,0,CF,0.4549070732185238,cat,0,1424,-1.0,0.57617307,0.5203506,0.52590954,0.49631372,0.5000381
6,1430,500,82.0,0.0,0,1,Acetonitrile,0.45587198,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.639363808,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SS336,1,0,CF,0.4417281124905163,cat,0,1430,-1.0,0.6440833,0.72113097,0.6628933,0.61689264,0.47222832
7,1436,250,-1.0,0.0,1,1,Acetonitrile,1.46,20.0,21.0,C(C)#N,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,-0.032376747,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TS40,1,0,CF,-0.0142586848434666,cat,0,1436,-1.0,0.8671417,0.8181741,0.8788192,0.82102656,0.8575257
8,1442,150,59.0,0.0,0,1,Ethanol,0.02,20.0,21.0,C(C)O,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.992491081,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DM150,1,0,CF,2.0701256105564605,cat,0,1442,-1.0,0.96423954,1.0,0.95830774,0.8977406,0.94892555
9,1448,300,59.0,-37.5,0,0,Ethanol,0.078074137,20.0,21.0,C(C)O,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,N#CC1=C(N2C3=C(C4=C2C=CC=C4)C=CC=C3)C(Cl)=C(N5C6=C(C7=C5C=CC=C7)C=CC=C6)C(C#N)=C1N8C9=C(C%10=C8C=CC=C%10)C=CC=C9,organocatalyst,0.996811669,658.1640000000002,11.374659999999984,658.1640000000002,11.374659999999984,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,DM300,1,0,CF,2.377959003737917,cat,0,1448,-1.0,0.90758866,0.9582784,0.9816921,0.99700963,0.9383987
