,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM300,membrane_GMT-oNF-2,membrane_NFX,membrane_PMPerformance,membrane_SS336,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source,is_augmented,id_original,test_fold_mcmpnn_combi_v09_id_organocatalysts,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_3_fold0,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_3_fold1,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_3_fold2,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_3_fold3,rejection_mcmpnn_combi_v09_id_organocatalysts_smino_3_fold4
0,80,225,-1.0,0.0,1,1,Acetonitrile,0.36,30.0,21.0,C(C)#N,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.073,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,41.053,-0.33,0.34,786.0,37.5,15.3,18.0,6.1,52.6,0,0,1,0,0,NFX,0,1,DE,0.0324520237811379,cat,0,80,-1.0,0.0689356,0.27674982,0.7060275,0.07999131,0.48231527
1,110,300,87.0,-8.0,0,0,Ethyl acetate,3.897707231,30.0,21.0,O(C(C)=O)CC,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.153,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.0716041477432861,cat,0,110,-1.0,0.04060304,-0.21493644,0.23285598,0.022518486,-0.06621963
2,113,300,59.0,-37.5,0,0,Ethyl acetate,0.27,30.0,21.0,O(C(C)=O)CC,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.76886765,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,1,0,0,0,0,DM300,0,1,DE,0.6342643319806227,cat,0,113,-1.0,0.20340037,0.22883299,0.4803331,0.3607462,0.20780262
3,116,500,82.0,0.0,0,1,Ethyl acetate,2.439741329,30.0,21.0,O(C(C)=O)CC,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.25,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,88.106,0.71,0.45,902.0,6.02,15.8,5.3,7.2,98.5,0,0,0,0,1,SS336,0,1,DE,0.1243600629958316,cat,0,116,-1.0,0.14742455,0.04888791,0.11018038,0.046714395,-0.08047557
4,193,300,87.0,-8.0,0,0,Ethanol,0.195522762,30.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.005214542,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.0018342202542428,cat,0,193,-1.0,0.12757194,0.21672481,0.2605369,0.07738048,0.035485506
5,196,500,82.0,0.0,0,1,Ethanol,0.320534523,30.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.416939632,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,SS336,0,1,DE,0.2335422622466283,cat,0,196,-1.0,0.23040137,0.36710516,0.5809517,0.28335205,0.39301422
6,199,300,87.0,-8.0,0,0,Ethanol,0.195522762,20.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.019747568,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.0082192538615994,cat,0,199,-1.0,0.13586065,0.20179927,0.22218037,0.051538378,0.06605384
7,202,500,82.0,0.0,0,1,Ethanol,0.320534523,20.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.170486266,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,SS336,0,1,DE,0.0806531813328797,cat,0,202,-1.0,0.21398094,0.3569568,0.51996183,0.2226612,0.36187118
8,205,300,87.0,-8.0,0,0,Ethanol,0.195522762,10.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.031086472,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,1,0,0,0,GMT-oNF-2,0,1,DE,0.0132669832455637,cat,0,205,-1.0,0.14272025,0.19222367,0.18265265,0.033138454,0.0911178
9,208,500,82.0,0.0,0,1,Ethanol,0.320534523,10.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.15474856,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,1,SS336,0,1,DE,0.0725005793011604,cat,0,208,-1.0,0.1943796,0.35941714,0.45510346,0.17394254,0.32292828
10,491,225,-1.0,0.0,1,1,Ethanol,0.24,10.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.866471787,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,0.8711866267001129,cat,0,491,-1.0,0.51553833,0.8442345,0.9475528,0.81582975,0.89586496
11,495,225,-1.0,0.0,1,1,Ethanol,0.24,20.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.818107649,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,0.7378044573882985,cat,0,495,-1.0,0.5227598,0.84871507,0.9393104,0.7980988,0.88128257
12,499,225,-1.0,0.0,1,1,Ethanol,0.24,30.0,21.0,C(C)O,C1OCCOCCOCCOCCOCCOC1,C1OCCOCCOCCOCCOCCOC1,organocatalyst,0.808913078,264.3179999999999,0.099600000000001,264.3179999999999,0.099600000000001,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,1,0,0,NFX,1,0,CF,0.7165022025332971,cat,0,499,-1.0,0.5206197,0.84916794,0.93097854,0.75438106,0.86833596
