,id,mwco,contact_angle,zeta_potential,contact_angle_missing,zeta_potential_missing,solvent,permeance,pressure,temperature,solvent_smiles,solute_smiles,secondary_solute_smiles,solute_category,rejection,solute_mw,solute_logp,secondary_solute_mw,secondary_solute_logp,secondary_solute_ratio,solvent_mw,solvent_logp,solvent_viscosity,solvent_density,solvent_dielectric_constant,solvent_dd,solvent_dp,solvent_dh,solvent_molar_volume,membrane_DM150,membrane_DM300,membrane_DM500,membrane_GMT-NC,membrane_GMT-oNF-2,membrane_NFX,membrane_PBI,membrane_PMPerformance,membrane_PMS600,membrane_SB90,membrane_SM122,membrane_SS150101,membrane_SS336,membrane_SeppurePT,membrane,process_configuration_CF,process_configuration_DE,process_configuration,nlc_rejection,source,is_augmented,id_original,test_fold_rejection_model,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_3_fold0,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_3_fold1,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_3_fold2,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_3_fold3,rejection_mcmpnn_combi_v05_id_organocatalysts_smino_3_fold4
0,510,300,-1.0,0.0,1,1,Ethanol,0.0141,10.0,21.0,C(C)O,CN(C)CCN(C)C,CN(C)CCN(C)C,organocatalyst,0.403361345,116.208,0.1095999999999999,116.208,0.1095999999999999,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SeppurePT,1,0,CF,0.2235613203120061,cat,0,510,-1.0,0.56232613,0.5332877,0.4760348,0.21927193,0.41872808
1,518,300,-1.0,0.0,1,1,Ethanol,0.0141,20.0,21.0,C(C)O,CN(C)CCN(C)C,CN(C)CCN(C)C,organocatalyst,-0.040968343,116.208,0.1095999999999999,116.208,0.1095999999999999,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SeppurePT,1,0,CF,-0.0178545244632524,cat,0,518,-1.0,0.535639,0.53060275,0.42775774,0.16677523,0.40262458
2,559,225,-1.0,0.0,1,1,Ethanol,0.24,10.0,21.0,C(C)O,CN(C)CCN(C)C,CN(C)CCN(C)C,organocatalyst,0.996047431,116.208,0.1095999999999999,116.208,0.1095999999999999,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NFX,1,0,CF,2.305169465085632,cat,0,559,-1.0,0.82413507,0.7905486,1.0,0.80141777,0.87942624
3,566,200,-1.0,0.0,1,1,Ethanol,2.033857,10.0,21.0,C(C)O,CN(C)CCN(C)C,CN(C)CCN(C)C,organocatalyst,-0.039525692,116.208,0.1095999999999999,116.208,0.1095999999999999,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SB90,1,0,CF,-0.0172528080037495,cat,0,566,-1.0,0.42860594,0.0607484,0.025479734,0.029984355,0.07646969
4,573,225,-1.0,0.0,1,1,Ethanol,0.24,20.0,21.0,C(C)O,CN(C)CCN(C)C,CN(C)CCN(C)C,organocatalyst,0.984189723,116.208,0.1095999999999999,116.208,0.1095999999999999,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NFX,1,0,CF,1.7744251301904903,cat,0,573,-1.0,0.84526324,0.80644023,0.9982699,0.92645586,0.91887534
5,580,200,-1.0,0.0,1,1,Ethanol,2.033857,20.0,21.0,C(C)O,CN(C)CCN(C)C,CN(C)CCN(C)C,organocatalyst,-0.093873518,116.208,0.1095999999999999,116.208,0.1095999999999999,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SB90,1,0,CF,-0.0393639514981688,cat,0,580,-1.0,0.38274843,0.08200103,0.08430043,0.017279625,0.1520266
6,587,225,-1.0,0.0,1,1,Ethanol,0.24,30.0,21.0,C(C)O,CN(C)CCN(C)C,CN(C)CCN(C)C,organocatalyst,0.959312839,116.208,0.1095999999999999,116.208,0.1095999999999999,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NFX,1,0,CF,1.379997680407813,cat,0,587,-1.0,0.87516934,0.8457517,0.95459133,0.97209454,0.9101218
7,594,200,-1.0,0.0,1,1,Ethanol,2.033857,30.0,21.0,C(C)O,CN(C)CCN(C)C,CN(C)CCN(C)C,organocatalyst,0.268535262,116.208,0.1095999999999999,116.208,0.1095999999999999,0.5,46.069,-0.31,1.2,789.0,24.6,15.8,8.8,19.4,58.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,SB90,1,0,CF,0.1352132780873507,cat,0,594,-1.0,0.36555892,0.15322995,0.2871315,0.15929997,0.3629501
8,600,300,87.0,-8.0,0,0,Petroleum ether,3.650866078,30.0,21.0,CCCCC,CN(C)CCN(C)C,CN(C)CCN(C)C,organocatalyst,-0.207667732,116.208,0.1095999999999999,116.208,0.1095999999999999,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,GMT-oNF-2,0,1,DE,-0.0823069278320371,cat,0,600,-1.0,-0.13474107,-0.070317864,-0.19202238,-0.07217872,-0.1401608
9,605,300,-1.0,0.0,1,1,Petroleum ether,1.418404367,30.0,21.0,CCCCC,CN(C)CCN(C)C,CN(C)CCN(C)C,organocatalyst,-0.274760383,116.208,0.1095999999999999,116.208,0.1095999999999999,0.5,72.15,3.255,0.224,650.0,1.84,14.5,0.0,0.0,116.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,PMPerformance,0,1,DE,-0.1057691116005894,cat,0,605,-1.0,-0.041790426,-0.053856373,-0.045270324,-0.16180152,-0.11101782
